timestamp,gate1_marker1_x,gate1_marker1_y,gate1_marker1_z,gate1_marker2_x,gate1_marker2_y,gate1_marker2_z,gate1_marker3_x,gate1_marker3_y,gate1_marker3_z,gate1_marker4_x,gate1_marker4_y,gate1_marker4_z,gate2_marker1_x,gate2_marker1_y,gate2_marker1_z,gate2_marker2_x,gate2_marker2_y,gate2_marker2_z,gate2_marker3_x,gate2_marker3_y,gate2_marker3_z,gate2_marker4_x,gate2_marker4_y,gate2_marker4_z,gate3_marker1_x,gate3_marker1_y,gate3_marker1_z,gate3_marker2_x,gate3_marker2_y,gate3_marker2_z,gate3_marker3_x,gate3_marker3_y,gate3_marker3_z,gate3_marker4_x,gate3_marker4_y,gate3_marker4_z,gate4_marker1_x,gate4_marker1_y,gate4_marker1_z,gate4_marker2_x,gate4_marker2_y,gate4_marker2_z,gate4_marker3_x,gate4_marker3_y,gate4_marker3_z,gate4_marker4_x,gate4_marker4_y,gate4_marker4_z
1691753488118502.0,3.978338,2.03829,0.369933,4.016984,0.531477,0.373516,3.979094,0.54073,1.902293,3.939239,2.086082,1.896154,4.016416,-0.564449,1.922653,4.017895,-0.596756,0.396349,4.003039,-2.104441,1.93104,3.995236,-2.09844,0.406611,-4.05385,-2.048983,1.933567,-4.011009,-2.045926,0.399907,-3.992566,-0.536069,0.396982,-3.965913,-0.514047,1.927321,-3.964283,0.531526,0.406114,-3.920547,0.519968,1.932849,-3.990649,2.033411,0.413852,-4.021229,2.033811,1.945305
1691753488122142.0,3.978377,2.038296,0.369915,4.017008,0.531445,0.373545,3.979085,0.540721,1.902312,3.939176,2.086057,1.896135,4.016442,-0.564423,1.922659,4.017866,-0.596744,0.396341,4.003028,-2.104403,1.930982,3.99467,-2.097992,0.407009,-4.053927,-2.049003,1.933621,-4.011013,-2.045823,0.400048,-3.992611,-0.536117,0.396944,-3.965953,-0.514058,1.92733,-3.964318,0.531531,0.406045,-3.920568,0.520014,1.932851,-3.990646,2.033416,0.413831,-4.021129,2.033891,1.945483
1691753488125782.0,3.978343,2.038282,0.369908,4.01698,0.531475,0.373559,3.979088,0.540697,1.902315,3.93923,2.086041,1.896158,4.01641,-0.564435,1.922666,4.017869,-0.596773,0.396339,4.002968,-2.104437,1.930999,3.995239,-2.098451,0.40664,-4.053954,-2.048961,1.933598,-4.011062,-2.045856,0.399994,-3.992618,-0.536162,0.396881,-3.966021,-0.514058,1.927352,-3.96427,0.531538,0.406131,-3.920547,0.52,1.932822,-3.990609,2.033407,0.413896,-4.021249,2.033801,1.945331
1691753488129412.0,3.978328,2.038246,0.369936,4.016971,0.531462,0.373541,3.979073,0.540699,1.902291,3.939184,2.086046,1.896154,4.016443,-0.56443,1.922675,4.01788,-0.596771,0.396358,4.00301,-2.10446,1.931028,3.995198,-2.098447,0.40661,-4.053885,-2.049013,1.933627,-4.010839,-2.046037,0.399968,-3.992385,-0.536219,0.397007,-3.966088,-0.514041,1.927376,-3.964251,0.531526,0.406089,-3.920606,0.520011,1.932821,-3.990657,2.033396,0.413856,-4.021138,2.033881,1.945533
1691753488133052.0,3.978336,2.038278,0.369921,4.016964,0.531471,0.373523,3.979067,0.54068,1.902299,3.939218,2.08605,1.896142,4.01644,-0.564425,1.9227,4.017807,-0.59677,0.396317,4.002986,-2.104442,1.930999,3.995283,-2.098423,0.406697,-4.053868,-2.048982,1.933579,-4.010692,-2.046037,0.399873,-3.992541,-0.536339,0.396793,-3.965906,-0.514094,1.927349,-3.964302,0.531549,0.406101,-3.920549,0.519996,1.932847,-3.990603,2.033374,0.413927,-4.021111,2.033867,1.945623
1691753488136692.0,3.978343,2.038294,0.369892,4.016981,0.531495,0.373534,3.979053,0.540724,1.902267,3.939262,2.086096,1.896148,4.016428,-0.564414,1.922669,4.017807,-0.596778,0.396329,4.003,-2.10443,1.931061,3.995199,-2.098457,0.406645,-4.05386,-2.04899,1.933532,-4.010773,-2.04593,0.400104,-3.992323,-0.536026,0.397156,-3.965999,-0.514067,1.927403,-3.964227,0.531564,0.406131,-3.920525,0.519966,1.932892,-3.990561,2.033406,0.413939,-4.021194,2.033777,1.94551
1691753488140322.0,3.978331,2.038281,0.369925,4.016969,0.531479,0.37353,3.9791,0.540705,1.902278,3.9392,2.086078,1.896151,4.016407,-0.564434,1.922667,4.017819,-0.596784,0.396312,4.00299,-2.10443,1.930983,3.995264,-2.098437,0.406646,-4.053707,-2.049011,1.933553,-4.01032,-2.045967,0.399867,-3.992631,-0.535844,0.397163,-3.966028,-0.514089,1.927369,-3.964277,0.531535,0.406192,-3.920486,0.51997,1.932922,-3.993275,2.034396,0.412503,-4.021104,2.033888,1.945647
1691753488143962.0,3.978328,2.038284,0.36988,4.017006,0.53149,0.373537,3.979065,0.540714,1.902289,3.939264,2.086105,1.896115,4.016435,-0.56444,1.922677,4.017805,-0.596765,0.396324,4.00293,-2.104436,1.930949,3.995275,-2.098408,0.406649,-4.053732,-2.048982,1.933494,-4.010368,-2.046215,0.399723,-3.992603,-0.536142,0.39692,-3.965899,-0.514043,1.927348,-3.964219,0.531502,0.406147,-3.920519,0.519979,1.932948,-3.990547,2.033389,0.413915,-4.021292,2.033798,1.945461
1691753488147602.0,3.978373,2.038313,0.369881,4.016988,0.531459,0.373528,3.979135,0.540748,1.90226,3.939241,2.086046,1.896124,4.016426,-0.564417,1.922662,4.017835,-0.596773,0.396335,4.00301,-2.104408,1.930983,3.995265,-2.098424,0.406635,-4.05372,-2.049069,1.933454,-4.010035,-2.046311,0.399595,-3.992438,-0.536072,0.397047,-3.965939,-0.514029,1.92729,-3.964226,0.531507,0.406168,-3.920517,0.519951,1.932894,-3.993327,2.034378,0.412518,-4.021222,2.033793,1.945532
1691753488151232.0,3.978349,2.038296,0.369872,4.01699,0.531481,0.373487,3.979079,0.540688,1.902262,3.939257,2.086106,1.896074,4.016436,-0.564419,1.922655,4.017844,-0.596763,0.39631,4.003054,-2.104393,1.931024,3.995263,-2.098369,0.406619,-4.053709,-2.048964,1.93342,-4.010857,-2.045843,0.39989,-3.992505,-0.536053,0.396994,-3.966015,-0.514003,1.927281,-3.964218,0.531508,0.406207,-3.920526,0.519945,1.932943,-3.990581,2.033397,0.413921,-4.021163,2.03389,1.945556
