timestamp,pose_position_x,pose_position_y,pose_position_z,pose_orientation_x,pose_orientation_y,pose_orientation_z,pose_orientation_w,velocity_linear_x,velocity_linear_y,velocity_linear_z,velocity_angular_x,velocity_angular_y,velocity_angular_z
1691763263558290,-0.00243300,0.00210740,0.07176304,0.01648826,-0.02491719,0.28337923,0.95854241,0.00015838,0.00062401,-0.00054378,0.00853247,-0.00405587,0.00847492
1691763263561926,-0.00244094,0.00210118,0.07177091,0.01652192,-0.02490069,0.28341538,0.95853156,-0.00194669,-0.00147303,0.00188818,0.01477339,0.01347191,0.02135314
1691763263565562,-0.00244160,0.00210551,0.07177296,0.01653320,-0.02489858,0.28341585,0.95853126,-0.00035896,0.00092198,0.00069838,0.00561845,0.00286444,0.00045809
1691763263569199,-0.00243763,0.00210931,0.07177092,0.01654362,-0.02491815,0.28341565,0.95853066,0.00094247,0.00103210,-0.00043128,0.00854650,-0.00869978,-0.00004073
1691763263572835,-0.00242621,0.00211868,0.07176235,0.01654480,-0.02493928,0.28341338,0.95853072,0.00291753,0.00241862,-0.00216230,0.00394786,-0.01093469,-0.00139307
1691763263576472,-0.00243093,0.00210960,0.07176454,0.01654771,-0.02493734,0.28341496,0.95853025,-0.00086935,-0.00199623,0.00032281,0.00121703,0.00145334,0.00098316
1691763263580108,-0.00242759,0.00212070,0.07176437,0.01655424,-0.02494188,0.28341258,0.95853072,0.00073648,0.00253814,-0.00000946,0.00417535,-0.00134543,-0.00130246
1691763263583744,-0.00242816,0.00212155,0.07176419,0.01646843,-0.02493301,0.28335917,0.95854825,-0.00006575,0.00046893,-0.00004514,-0.04604825,-0.00797627,-0.03199057
1691763263587381,-0.00242799,0.00210474,0.07177126,0.01647826,-0.02492026,0.28338018,0.95854217,0.00003678,-0.00410453,0.00173982,0.00295962,0.00798068,0.01229425
1691763263591017,-0.00242818,0.00210671,0.07177512,0.01648357,-0.02491997,0.28337717,0.95854300,-0.00004543,0.00007004,0.00113235,0.00278882,0.00101323,-0.00163701
1691763263594653,-0.00242299,0.00212050,0.07176732,0.01649713,-0.02492782,0.28338921,0.95853901,0.00127755,0.00341236,-0.00181353,0.00824103,-0.00218435,0.00707820
1691763263598290,-0.00241581,0.00213230,0.07175917,0.01650298,-0.02494350,0.28338635,0.95853937,0.00190449,0.00326200,-0.00219577,0.00556279,-0.00732276,-0.00161780
1691763263601926,-0.00242392,0.00212322,0.07176478,0.01653881,-0.02491109,0.28341120,0.95853221,-0.00181025,-0.00190980,0.00116231,0.01356483,0.02234789,0.01501003
1691763263605562,-0.00242369,0.00212635,0.07176629,0.01654796,-0.02491131,0.28340873,0.95853281,-0.00012772,0.00057838,0.00049012,0.00488719,0.00134074,-0.00127134
1691763263609199,-0.00242006,0.00213089,0.07176284,0.01656136,-0.02492615,0.28341231,0.95853108,0.00088474,0.00118039,-0.00080210,0.00934292,-0.00579094,0.00218662
