timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
1691757638957333,-0.56981999,-0.03351882,9.80186176,0.00532632,0.00213053,0.00106526
1691757638959447,-0.57939678,-0.09097967,9.80665016,0.00319579,0.00426106,0.00106526
1691757638961463,-0.58897364,0.00000000,9.83538055,-0.00745685,0.00213053,0.00213053
1691757638963381,-0.59376204,0.02873042,9.81622696,-0.00958738,-0.00106526,0.00106526
1691757638965386,-0.64164603,0.01915361,9.79228497,-0.00532632,-0.00532632,-0.00106526
1691757638967410,-0.63685763,0.00000000,9.78749657,-0.00426106,-0.00958738,-0.00319579
1691757638969410,-0.61770403,-0.03351882,9.79707336,-0.00426106,-0.00319579,-0.00532632
1691757638971493,-0.63206923,-0.04788403,9.78270817,0.00319579,0.00106526,-0.00106526
1691757638973380,-0.60333884,0.09097967,9.78270817,0.00319579,-0.00106526,0.00213053
1691757638975477,-0.60333884,0.12449849,9.82580376,0.00319579,-0.00106526,0.00745685
1691757638977410,-0.63685763,0.03351882,9.79707336,-0.00319579,-0.00319579,0.00319579
1691757638979467,-0.60812724,0.05267244,9.75876617,-0.00319579,-0.00745685,0.00319579
1691757638981442,-0.61770403,0.07661445,9.81622696,-0.00532632,-0.00639159,0.00106526
1691757638983392,-0.65122288,0.00000000,9.80665016,0.00213053,-0.00639159,-0.00106526
1691757638985496,-0.60333884,0.02394202,9.74918938,0.01065264,-0.00532632,-0.00426106
1691757638987393,-0.58418524,0.00478840,9.77791977,0.00958738,0.00106526,-0.00426106
1691757638989382,-0.62728083,-0.03351882,9.81143856,-0.00106526,0.00106526,-0.00213053
1691757638991468,-0.62728083,0.03830723,9.76834297,-0.00852212,-0.00106526,-0.00426106
1691757638993479,-0.61770403,0.12449849,9.80665016,-0.01278317,-0.00319579,0.00426106
1691757638995445,-0.64643449,0.10534488,9.84016895,-0.01171791,-0.00745685,0.00426106
1691757638997373,-0.61291564,0.00000000,9.77313137,-0.00319579,-0.00958738,0.00213053
1691757638999405,-0.63206923,-0.01436521,9.74918938,0.00106526,-0.00532632,-0.00106526
1691757639001513,-0.60333884,-0.04788403,9.81622696,0.00852212,0.00213053,-0.00426106
1691757639003408,-0.56024319,0.03830723,9.79707336,0.01171791,0.00213053,-0.00319579
1691757639005409,-0.59855044,0.01436521,9.75397778,0.01278317,-0.00213053,-0.00319579
1691757639007375,-0.60812724,0.04788403,9.79228497,-0.00426106,-0.00426106,0.00213053
1691757639009422,-0.60333884,0.03830723,9.79228497,-0.00639159,-0.00426106,0.00319579
1691757639011477,-0.61770403,0.02394202,9.75397778,-0.01065264,-0.00426106,0.00426106
1691757639013438,-0.61291564,0.06224924,9.77791977,0.00426106,-0.00532632,0.00106526
1691757639015398,-0.58418524,0.03351882,9.76834297,0.01491370,0.00213053,-0.00319579
1691757639017423,-0.56981999,0.01915361,9.74918938,0.01597897,0.00532632,-0.00639159
1691757639019414,-0.59855044,-0.02394202,9.73482418,0.00426106,0.00319579,-0.00958738
1691757639021405,-0.59376204,0.02394202,9.76834297,-0.00106526,0.00532632,-0.00106526
1691757639023391,-0.58897364,0.07182605,9.78270817,-0.00532632,0.00213053,0.00213053
1691757639025408,-0.59376204,0.06703765,9.73482418,-0.00958738,-0.00639159,0.00639159
1691757639027491,-0.58897364,0.00000000,9.75397778,-0.00319579,-0.00532632,0.00319579
1691757639029403,-0.62249243,-0.04309563,9.76834297,0.00106526,-0.00106526,-0.00213053
1691757639031404,-0.58897364,-0.06703765,9.76355457,0.01171791,0.00426106,-0.00958738
1691757639033436,-0.61291564,0.08619126,9.78270817,0.01171791,0.00852212,-0.00958738
1691757639035425,-0.58418524,0.02873042,9.78270817,0.01278317,0.00639159,-0.00852212
1691757639037374,-0.58418524,0.03830723,9.77791977,0.00106526,0.00213053,-0.00106526
1691757639039384,-0.61770403,-0.02394202,9.79707336,-0.00319579,0.00000000,0.00532632
1691757639041520,-0.63206923,0.04788403,9.78270817,-0.00852212,-0.00319579,0.00319579
1691757639043455,-0.63206923,0.06703765,9.79228497,0.01065264,-0.00213053,0.00000000
1691757639045609,-0.61770403,0.03830723,9.79228497,0.01171791,0.00000000,-0.00106526
1691757639047374,-0.56503159,-0.01436521,9.79228497,0.00958738,0.00319579,-0.00852212
1691757639049402,-0.58897364,-0.01436521,9.78270817,0.00000000,0.00106526,-0.01171791
1691757639051454,-0.63206923,0.07661445,9.82101536,-0.00958738,0.00532632,-0.00852212
1691757639053414,-0.66558808,0.17717093,9.81622696,-0.01171791,0.00532632,-0.00319579
1691757639055450,-0.61770403,0.11013328,9.79228497,-0.00106526,-0.00213053,0.00426106
1691757639057357,-0.61770403,0.00478840,9.77791977,0.00532632,-0.00532632,0.00426106
1691757639059513,-0.61770403,-0.04788403,9.86889935,0.00319579,-0.00639159,-0.00852212
1691757639061426,-0.62728083,-0.03830723,9.85453415,0.06391586,0.00426106,-0.02343582
1691757639063407,-0.62728083,0.15322891,9.87368774,0.09800433,0.00745685,-0.02663161
1691757639065375,-0.64643449,0.13886370,9.87368774,0.08948221,0.00000000,-0.01704423
1691757639067379,-0.64164603,-0.06703765,9.84016895,0.02130529,-0.01278317,-0.01065264
