timestamp,pose_position_x,pose_position_y,pose_position_z,pose_orientation_x,pose_orientation_y,pose_orientation_z,pose_orientation_w,velocity_linear_x,velocity_linear_y,velocity_linear_z,velocity_angular_x,velocity_angular_y,velocity_angular_z
1691757638957612,0.00510592,-1.47531414,0.06797346,0.00436256,0.02539742,0.01003892,0.99961752,-0.00002047,-0.00034149,-0.00088104,0.00027553,0.00662336,0.00837212
1691757638961248,0.00504512,-1.47530448,0.06800689,0.00439574,0.02543286,0.01008535,0.99961603,-0.01502084,0.00235049,0.00816852,0.01870228,0.01958168,0.02515604
1691757638964885,0.00503922,-1.47530270,0.06800845,0.00440278,0.02544419,0.01010424,0.99961549,-0.00298580,0.00068080,0.00121760,0.00407243,0.00622297,0.01031930
1691757638968521,0.00502948,-1.47530079,0.06801084,0.00441127,0.02546400,0.01012375,0.99961478,-0.00271055,0.00054048,0.00071477,0.00482860,0.01090307,0.01065968
1691757638972157,0.00513434,-1.47532356,0.06797177,0.00434422,0.02535396,0.01001454,0.99961895,0.02562678,-0.00556947,-0.00957869,-0.03779602,-0.06067595,-0.05940278
1691757638975794,0.00513617,-1.47532630,0.06797321,0.00434519,0.02535548,0.01001727,0.99961883,0.00305972,-0.00124387,-0.00061953,0.00055919,0.00083873,0.00148912
1691757638979430,0.00512173,-1.47532487,0.06797550,0.00435252,0.02537084,0.01004030,0.99961823,-0.00325646,0.00022672,0.00050195,0.00427260,0.00843868,0.01260250
1691757638983067,0.00511200,-1.47532284,0.06797953,0.00436130,0.02538728,0.01006289,0.99961752,-0.00273281,0.00052358,0.00104657,0.00504801,0.00904089,0.01233822
1691757638986703,0.00504796,-1.47531152,0.06801277,0.00439855,0.02542613,0.01011245,0.99961585,-0.01609865,0.00285084,0.00831877,0.02096573,0.02146768,0.02683198
1691757638990339,0.00503963,-1.47530925,0.06801528,0.00440998,0.02543970,0.01013001,0.99961531,-0.00369748,0.00084977,0.00146540,0.00645160,0.00749408,0.00952852
1691757638993976,0.00502592,-1.47530699,0.06801814,0.00442118,0.02545772,0.01015182,0.99961460,-0.00376110,0.00064586,0.00085571,0.00636255,0.00992695,0.01188134
1691757638997612,0.00512787,-1.47532666,0.06797293,0.00435233,0.02534081,0.01004434,0.99961895,0.02480191,-0.00479310,-0.01108089,-0.03872311,-0.06447367,-0.05844804
1691757639001248,0.00512640,-1.47532773,0.06797399,0.00435526,0.02533964,0.01004797,0.99961889,0.00216053,-0.00075305,-0.00086505,0.00166763,-0.00063218,0.00195376
1691757639004885,0.00511737,-1.47532308,0.06797350,0.00435786,0.02534608,0.01005470,0.99961871,-0.00201025,0.00107160,-0.00020947,0.00148888,0.00353755,0.00368042
1691757639008521,0.00510681,-1.47532094,0.06797691,0.00436490,0.02535469,0.01006689,0.99961829,-0.00281206,0.00063917,0.00082161,0.00399286,0.00475200,0.00662442
1691757639012157,0.00503458,-1.47530746,0.06801069,0.00439879,0.02538685,0.01010683,0.99961692,-0.01812917,0.00339266,0.00842654,0.01901584,0.01778914,0.02157615
1691757639015794,0.00502598,-1.47530437,0.06801450,0.00440679,0.02540008,0.01012202,0.99961644,-0.00396923,0.00111070,0.00179773,0.00453845,0.00729135,0.00827383
1691757639019430,0.00501275,-1.47530127,0.06801860,0.00441917,0.02542002,0.01014738,0.99961561,-0.00367145,0.00087873,0.00119714,0.00705175,0.01098411,0.01381926
1691757639023067,0.00502358,-1.47529316,0.06802619,0.00444183,0.02541287,0.01012848,0.99961585,0.00230008,0.00209145,0.00199504,0.01222710,-0.00376346,-0.01072422
1691757639026703,0.00501356,-1.47529197,0.06803410,0.00445311,0.02542748,0.01014379,0.99961531,-0.00224079,0.00050742,0.00215772,0.00634154,0.00806864,0.00830157
1691757639030339,0.00500958,-1.47529054,0.06803551,0.00446073,0.02543801,0.01015858,0.99961483,-0.00121143,0.00040504,0.00056755,0.00433678,0.00580135,0.00805179
1691757639033976,0.00500226,-1.47528827,0.06803770,0.00447086,0.02545484,0.01017724,0.99961418,-0.00193059,0.00060061,0.00060058,0.00573469,0.00927190,0.01016190
1691757639037612,0.00504429,-1.47530293,0.06801154,0.00441308,0.02539205,0.01010812,0.99961674,0.01018499,-0.00356091,-0.00640261,-0.03239147,-0.03471825,-0.03736470
1691757639041248,0.00504517,-1.47530437,0.06801184,0.00441332,0.02539486,0.01011043,0.99961662,0.00125500,-0.00071594,-0.00057644,0.00014673,0.00154239,0.00127017
1691757639044885,0.00504002,-1.47530413,0.06801187,0.00442217,0.02541105,0.01013417,0.99961597,-0.00114450,-0.00001397,-0.00005130,0.00510607,0.00890228,0.01297385
1691757639048521,0.00503282,-1.47530317,0.06801321,0.00443047,0.02542449,0.01015204,0.99961537,-0.00189363,0.00023416,0.00032606,0.00474102,0.00739856,0.00974156
1691757639052157,0.00496535,-1.47528577,0.06804843,0.00446150,0.02544896,0.01018875,0.99961424,-0.01686017,0.00432320,0.00873130,0.01744223,0.01355617,0.01981778
1691757639055794,0.00496204,-1.47528553,0.06804891,0.00446064,0.02545772,0.01019607,0.99961394,-0.00253375,0.00049879,0.00100805,-0.00041777,0.00479260,0.00405691
1691757639059430,0.00495502,-1.47528446,0.06805003,0.00446894,0.02547427,0.01021877,0.99961323,-0.00199309,0.00031581,0.00038055,0.00478574,0.00909817,0.01240816
1691757639063067,0.00494868,-1.47528315,0.06805165,0.00447719,0.02548693,0.01023231,0.99961275,-0.00176839,0.00035599,0.00043802,0.00465457,0.00698102,0.00736381
1691757639066703,0.00497832,-1.47527397,0.06804715,0.00447359,0.02545077,0.01015194,0.99961454,0.00714194,0.00230371,-0.00106705,-0.00290469,-0.01972707,-0.04424096
1691757639070339,0.00497298,-1.47527230,0.06804882,0.00448135,0.02546204,0.01016101,0.99961412,-0.00059095,0.00064683,0.00030362,0.00433013,0.00622243,0.00491253
1691757639073976,0.00497230,-1.47527421,0.06805049,0.00448421,0.02546584,0.01016720,0.99961394,-0.00022747,-0.00040525,0.00044308,0.00163632,0.00209275,0.00337115
1691757639077612,0.00497054,-1.47527289,0.06805087,0.00448627,0.02547415,0.01016944,0.99961370,-0.00045912,0.00028266,0.00013898,0.00112342,0.00457683,0.00122127
1691757639081248,0.00499040,-1.47527742,0.06804854,0.00448390,0.02547346,0.01016496,0.99961376,0.00485928,-0.00109023,-0.00056008,-0.00136660,-0.00038229,-0.00242617
1691757639084885,0.00503265,-1.47529149,0.06803527,0.00439786,0.02533269,0.00999265,0.99961948,0.01092944,-0.00358505,-0.00333605,-0.04895019,-0.07752071,-0.09390175
1691757639088521,0.00503557,-1.47529304,0.06803474,0.00438974,0.02532415,0.00997267,0.99961990,0.00183486,-0.00074784,-0.00047034,-0.00469494,-0.00469883,-0.01089403
1691757639092157,0.00502884,-1.47529137,0.06803881,0.00439223,0.02531105,0.00994827,0.99962050,-0.00147674,0.00033612,0.00095885,0.00109766,-0.00713974,-0.01348599
1691757639095794,0.00501579,-1.47529328,0.06804591,0.00439236,0.02528036,0.00991748,0.99962157,-0.00337274,-0.00043686,0.00185118,-0.00018794,-0.01681212,-0.01700773
1691757639099430,0.00500962,-1.47529387,0.06805341,0.00441214,0.02513845,0.00980996,0.99962610,-0.00186686,-0.00019172,0.00204000,0.01013290,-0.07772466,-0.05976325
1691757639103067,0.00502309,-1.47529411,0.06804922,0.00428678,0.02447722,0.00931180,0.99964780,0.00313602,-0.00007839,-0.00082656,-0.07246287,-0.36327830,-0.27386948
1691757639106703,0.00500512,-1.47529149,0.06806081,0.00431957,0.02415131,0.00912106,0.99965739,-0.00412027,0.00063987,0.00277778,0.01707172,-0.17871436,-0.10613319
1691757639110339,0.00495972,-1.47529483,0.06809752,0.00435144,0.02366245,0.00892553,0.99967068,-0.01163343,-0.00075938,0.00935270,0.01729464,-0.26835170,-0.10916259
1691757639113976,0.00499633,-1.47529995,0.06809399,0.00410351,0.02243909,0.00820212,0.99970615,0.00785667,-0.00134326,0.00007947,-0.14026962,-0.67255819,-0.39771715
1691757639117612,0.00496960,-1.47529638,0.06812948,0.00411601,0.02177104,0.00795256,0.99972284,-0.00580345,0.00074666,0.00877429,0.00667804,-0.36694211,-0.13896760
1691757639121248,0.00493305,-1.47529829,0.06818496,0.00409610,0.02103527,0.00766820,0.99974090,-0.00961798,-0.00039514,0.01459942,-0.01129220,-0.40426400,-0.15788500
1691757639124885,0.00481695,-1.47529626,0.06835007,0.00417051,0.02018754,0.00743360,0.99975991,-0.02965379,0.00046030,0.04226222,0.04161211,-0.46541527,-0.13178529
1691757639128521,0.00479175,-1.47529113,0.06844753,0.00418097,0.01928952,0.00713671,0.99977976,-0.00924379,0.00131312,0.02837835,0.00593304,-0.49333635,-0.16551875
1691757639132157,0.00477261,-1.47528434,0.06860764,0.00417701,0.01832012,0.00681393,0.99980026,-0.00566834,0.00181221,0.04243945,-0.00201856,-0.53259939,-0.17978026
1691757639135794,0.00464899,-1.47527707,0.06891344,0.00421242,0.01753115,0.00662258,0.99981552,-0.03110891,0.00198034,0.07984540,0.02037559,-0.43335015,-0.10741159
1691757639139430,0.00463014,-1.47527146,0.06918526,0.00421269,0.01649141,0.00625681,0.99983555,-0.00782421,0.00158567,0.07527585,0.00015110,-0.57114887,-0.20364311
1691757639143067,0.00468471,-1.47528303,0.06955738,0.00416171,0.01520204,0.00585115,0.99985868,0.01268134,-0.00269449,0.09956355,-0.02761481,-0.70837319,-0.22567628
1691757639146703,0.00474634,-1.47529233,0.06991222,0.00412297,0.01417775,0.00546185,0.99987608,0.01651689,-0.00257126,0.09779012,-0.02152569,-0.56271935,-0.21620251
1691757639150339,0.00472071,-1.47526228,0.07038693,0.00410059,0.01326116,0.00514227,0.99989045,-0.00465090,0.00715900,0.12722284,-0.01224193,-0.50357026,-0.17772260
