timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
1691756159796519,-0.58418524,0.00478840,9.83059216,-0.00319579,0.00319579,0.02024002
1691756159798509,-0.62728083,-0.03830723,9.84016895,0.00000000,-0.00639159,0.02876214
1691756159800561,-0.61291564,0.00957681,9.82101536,0.00639159,-0.00745685,0.02130529
1691756159802545,-0.63685763,-0.04788403,9.79707336,0.01065264,-0.00639159,-0.00319579
1691756159804529,-0.66079968,-0.13886370,9.83538055,0.00745685,-0.00319579,-0.02343582
1691756159806512,-0.61291564,-0.03351882,9.85453415,-0.00745685,0.00213053,-0.02982740
1691756159808493,-0.58418524,-0.02873042,9.84016895,-0.00213053,0.00106526,-0.01917476
1691756159810536,-0.64164603,-0.00957681,9.81622696,-0.00213053,0.00426106,0.00106526
1691756159812590,-0.56981999,0.01436521,9.81622696,-0.00213053,-0.00213053,0.02343582
1691756159814530,-0.58418524,-0.08140286,9.83538055,-0.00639159,-0.00639159,0.02769688
1691756159816541,-0.64164603,-0.15801731,9.80186176,0.00213053,-0.00639159,0.01065264
1691756159818496,-0.57939678,-0.00478840,9.81143856,-0.00106526,-0.00532632,-0.01278317
1691756159820612,-0.56981999,-0.04788403,9.84495735,0.01171791,0.00319579,-0.02663161
1691756159822509,-0.62728083,-0.11013328,9.82101536,0.00106526,0.00639159,-0.02450108
1691756159824525,-0.56503159,-0.01915361,9.80665016,-0.00639159,0.00532632,-0.00852212
1691756159826527,-0.54587799,-0.00957681,9.87368774,-0.00639159,0.00213053,0.01810949
1691756159828555,-0.62728083,-0.07182605,9.84495735,-0.00319579,0.00000000,0.02663161
1691756159830514,-0.56503159,-0.00478840,9.78270817,-0.00426106,-0.00213053,0.02237055
1691756159832516,-0.61291564,0.05746084,9.80186176,0.00000000,-0.00319579,0.01704423
1691756159834584,-0.66079968,-0.06224924,9.90720654,0.02663161,0.00532632,-0.05432849
1691756159836554,-0.57939678,-0.00957681,9.84016895,0.00213053,0.00319579,-0.08415589
1691756159838488,-0.57939678,0.00957681,9.90241814,0.07243798,0.01065264,-0.08628642
1691756159840534,-0.63685763,0.06224924,9.93593693,0.08948221,0.00852212,-0.00852212
1691756159842556,-0.57939678,0.07182605,9.84495735,-0.01597897,-0.00213053,0.08735169
1691756159844545,-0.57460839,-0.08619126,9.87847614,-0.05006743,-0.01278317,0.06817693
1691756159846517,-0.53151280,0.04309563,9.96466732,-0.04261058,-0.02024002,0.11291803
1691756159848521,-0.50278234,0.09097967,9.97424412,-0.06391586,-0.02663161,0.12144014
