timestamp,roll,pitch,thrust,yaw,aux1,aux2,aux3,aux4
1691756159796810,1500,1500,1000,1500,1000,0,0,0
1691756159806840,1500,1500,1000,1500,1000,0,0,0
1691756159818040,1499,1475,1254,1483,1000,0,0,0
1691756159821869,1499,1474,1279,1481,1000,0,0,0
1691756159825821,1499,1472,1282,1481,1000,0,0,0
1691756159828712,1500,1472,1283,1481,1000,0,0,0
1691756159832211,1500,1474,1282,1481,1000,0,0,0
1691756159836774,1499,1473,1283,1481,1000,0,0,0
1691756159839537,1499,1472,1284,1481,1000,0,0,0
1691756159848299,1499,1473,1285,1481,1000,0,0,0
1691756159848637,1499,1472,1285,1481,1000,0,0,0
1691756159851629,1500,1475,1284,1481,1000,0,0,0
1691756159854910,1499,1472,1285,1481,1000,0,0,0
1691756159858724,1499,1476,1285,1481,1000,0,0,0
1691756159863237,1499,1477,1284,1481,1000,0,0,0
1691756159864753,1499,1474,1285,1481,1000,0,0,0
1691756159869192,1499,1473,1287,1481,1000,0,0,0
1691756159872647,1499,1471,1288,1482,1000,0,0,0
1691756159877098,1500,1476,1286,1482,1000,0,0,0
1691756159879591,1500,1478,1287,1483,1000,0,0,0
1691756159882997,1500,1478,1287,1483,1000,0,0,0
1691756159887626,1500,1479,1287,1484,1000,0,0,0
1691756159890272,1500,1479,1287,1485,1000,0,0,0
1691756159894445,1500,1480,1286,1486,1000,0,0,0
1691756159897666,1499,1480,1287,1487,1000,0,0,0
1691756159901798,1500,1483,1283,1487,1000,0,0,0
1691756159906097,1499,1479,1287,1488,1000,0,0,0
1691756159908638,1500,1482,1284,1489,1000,0,0,0
1691756159912913,1500,1486,1280,1490,1000,0,0,0
1691756159916791,1501,1486,1278,1490,1000,0,0,0
1691756159920664,1500,1486,1277,1491,1000,0,0,0
1691756159923706,1499,1486,1276,1492,1000,0,0,0
1691756159927127,1500,1476,1274,1492,1000,0,0,0
1691756159931071,1502,1488,1265,1493,1000,0,0,0
1691756159935008,1500,1487,1264,1494,1000,0,0,0
1691756159938864,1499,1486,1262,1494,1000,0,0,0
1691756159942727,1500,1473,1268,1494,1000,0,0,0
1691756159946534,1501,1476,1267,1495,1000,0,0,0
1691756159949722,1500,1478,1263,1495,1000,0,0,0
1691756159952823,1501,1495,1248,1496,1000,0,0,0
1691756159955825,1500,1495,1252,1496,1000,0,0,0
1691756159960187,1501,1481,1262,1496,1000,0,0,0
1691756159963359,1500,1482,1260,1497,1000,0,0,0
1691756159968817,1500,1500,1246,1497,1000,0,0,0
1691756159970933,1503,1491,1249,1498,1000,0,0,0
1691756159974871,1512,1521,1235,1499,1000,0,0,0
1691756159977847,1503,1496,1250,1499,1000,0,0,0
1691756159981864,1501,1494,1250,1499,1000,0,0,0
1691756159987592,1502,1493,1250,1499,1000,0,0,0
1691756159988720,1500,1479,1256,1499,1000,0,0,0
1691756159992722,1501,1494,1241,1500,1000,0,0,0
1691756159996276,1502,1496,1242,1500,1000,0,0,0
1691756159999865,1502,1497,1246,1500,1000,0,0,0
1691756160003951,1502,1496,1244,1501,1000,0,0,0
1691756160007610,1499,1492,1242,1501,1000,0,0,0
1691756160010428,1503,1500,1241,1501,1000,0,0,0
1691756160014078,1504,1506,1241,1502,1000,0,0,0
1691756160019350,1512,1525,1238,1502,1000,0,0,0
1691756160021954,1499,1495,1256,1502,1000,0,0,0
1691756160025004,1495,1475,1260,1502,1000,0,0,0
1691756160028993,1496,1473,1257,1502,1000,0,0,0
1691756160033027,1498,1476,1253,1502,1000,0,0,0
1691756160036752,1499,1482,1250,1501,1000,0,0,0
1691756160047227,1499,1487,1250,1501,1000,0,0,0
1691756160047660,1502,1487,1245,1501,1000,0,0,0
1691756160047866,1504,1495,1243,1501,1000,0,0,0
1691756160051054,1505,1497,1243,1501,1000,0,0,0
1691756160057778,1505,1500,1238,1501,1000,0,0,0
1691756160058180,1507,1509,1237,1501,1000,0,0,0
1691756160063667,1501,1495,1253,1501,1000,0,0,0
1691756160064771,1501,1495,1250,1501,1000,0,0,0
1691756160069465,1502,1497,1249,1500,1000,0,0,0
1691756160072953,1503,1510,1236,1501,1000,0,0,0
1691756160079818,1498,1521,1236,1501,1000,0,0,0
1691756160080207,1506,1524,1236,1501,1000,0,0,0
1691756160084390,1504,1513,1241,1501,1000,0,0,0
1691756160087006,1503,1513,1245,1501,1000,0,0,0
1691756160092089,1504,1513,1246,1501,1000,0,0,0
1691756160095022,1503,1512,1248,1501,1000,0,0,0
1691756160098138,1502,1507,1250,1501,1000,0,0,0
1691756160102040,1501,1501,1247,1501,1000,0,0,0
