timestamp,vbat
1691756159799870,24.89999962
1691756159820661,24.89999962
1691756159839999,24.79999924
1691756159860040,24.79999924
1691756159880104,24.79999924
1691756159900154,24.79999924
1691756159920238,24.79999924
1691756159940258,24.70000076
1691756159960394,24.70000076
1691756159980377,24.70000076
1691756160000108,24.70000076
1691756160019979,24.70000076
1691756160039978,24.70000076
1691756160060703,24.70000076
1691756160080124,24.70000076
1691756160100673,24.70000076
1691756160120209,24.70000076
1691756160140221,24.70000076
1691756160160260,24.70000076
1691756160180254,24.70000076
1691756160200390,24.70000076
1691756160219966,24.70000076
1691756160240190,24.70000076
1691756160260643,24.70000076
1691756160280010,24.60000038
1691756160300142,24.60000038
1691756160320116,24.60000038
1691756160340664,24.60000038
1691756160360222,24.60000038
1691756160380216,24.60000038
1691756160400237,24.60000038
1691756160420839,24.60000038
1691756160440379,24.60000038
1691756160460545,24.60000038
1691756160479968,24.60000038
1691756160500688,24.60000038
1691756160520107,24.60000038
1691756160540645,24.60000038
1691756160560116,24.60000038
1691756160580184,24.60000038
1691756160600215,24.60000038
1691756160620336,24.60000038
1691756160640336,24.60000038
1691756160660358,24.60000038
1691756160680352,24.60000038
1691756160700985,24.60000038
1691756160720058,24.60000038
1691756160740550,24.60000038
1691756160760212,24.60000038
1691756160780091,24.60000038
1691756160800175,24.60000038
1691756160820204,24.60000038
1691756160840217,24.60000038
1691756160860375,24.60000038
1691756160880343,24.60000038
1691756160899942,24.60000038
1691756160919974,24.60000038
1691756160940085,24.60000038
1691756160960089,24.60000038
1691756160980150,24.50000000
1691756161000218,24.50000000
1691756161020721,24.50000000
1691756161040322,24.50000000
1691756161060426,24.50000000
1691756161080078,24.50000000
1691756161100034,24.50000000
1691756161120055,24.50000000
1691756161140071,24.50000000
1691756161160179,24.50000000
1691756161180203,24.50000000
1691756161200327,24.50000000
1691756161220313,24.50000000
1691756161240337,24.50000000
1691756161260435,24.50000000
1691756161279919,24.50000000
1691756161299943,24.50000000
1691756161320044,24.50000000
1691756161340672,24.50000000
1691756161360235,24.50000000
1691756161380158,24.50000000
1691756161400184,24.50000000
1691756161420179,24.50000000
