timestamp,roll,pitch,yaw,norm_thrust
1691752810269523,-0.06419614,0.29102769,-0.39340511,11.45948029
1691752810273048,-0.03282210,0.30719009,-0.39227712,11.38090897
1691752810276780,-0.02258997,0.30463377,-0.39144230,11.38222504
1691752810281001,-0.01470429,0.30859765,-0.39033049,11.39544868
1691752810284564,-0.00355385,0.31355777,-0.38948327,11.37092400
1691752810288508,0.00622877,0.31486779,-0.38598835,11.39408207
1691752810291017,0.56577301,0.74331385,-0.41990289,10.09472847
1691752810294975,0.59263885,0.66268957,-0.42382014,9.92026711
1691752810299003,0.32114792,0.49761686,-0.40946344,10.59127522
1691752810302623,0.15084590,0.42859074,-0.40355894,10.92129421
1691752810306468,0.14931314,0.41880783,-0.40511456,10.97683907
1691752810313592,0.07204490,0.39255178,-0.40234962,11.17804337
1691752810313926,0.06164108,0.37788481,-0.40137881,11.20563412
1691752810320547,0.06149216,0.36078051,-0.39988482,11.28922939
1691752810321071,-0.02043140,0.28249410,-0.39228827,11.45699787
1691752810328789,0.00779505,0.33204395,-0.38861254,11.34523869
1691752810332257,0.00334924,0.30667639,-0.38319510,11.34951782
1691752810332566,-0.00389409,0.27834719,-0.37504014,11.31413651
1691752810334873,-0.02232237,0.25584948,-0.36336154,11.29461670
1691752810338460,-0.05213694,0.23607972,-0.34975544,11.31686878
1691752810341879,-0.05580777,0.18559630,-0.33659944,11.28045559
1691752810345859,-0.08114496,0.14363632,-0.31999353,11.25802708
1691752810349447,-0.08478680,0.11453845,-0.30462515,11.27684593
1691752810353476,-0.33418179,0.04111934,-0.27200305,12.20006275
1691752810357661,-0.42468667,-0.19358797,-0.24949798,12.72226715
1691752810360981,-0.26955122,-0.10765663,-0.22445872,12.11912727
1691752810364320,-0.19961302,-0.08164404,-0.20641892,11.87951660
1691752810369202,-0.15227340,-0.08759284,-0.19113462,11.77144146
1691752810371155,-0.04919450,-0.04778093,-0.18014722,11.42444706
1691752810375023,-0.11097998,-0.14787765,-0.16672637,11.36764145
1691752810378528,-0.08340704,-0.19955352,-0.15640309,11.21659279
1691752810382970,-0.12196047,-0.18140562,-0.14843112,10.90166569
1691752810386537,-0.07946651,-0.29186517,-0.13733728,10.75416946
1691752810390858,-0.02493202,-0.31448656,-0.12564676,10.53299904
1691752810392882,0.12734923,-0.12372629,-0.11919249,9.57100677
1691752810396806,-0.02728914,-0.27945408,-0.11178517,10.56100845
1691752810402961,0.08729627,-0.19930857,-0.10329312,9.80672646
1691752810404668,-0.02225586,-0.31040826,-0.09653108,10.31443691
1691752810407623,-0.03079309,-0.30283442,-0.08885114,10.19948292
1691752810411118,0.08253746,-0.15202129,-0.08152069,9.30431366
1691752810414946,-0.06143565,-0.32500562,-0.07397612,10.28033829
1691752810418440,-0.02966304,-0.39026442,-0.06479848,10.25752544
1691752810422071,-0.03285963,-0.34157434,-0.05623699,10.12865257
1691752810425898,0.20679656,-0.25146359,-0.04446988,9.09228516
1691752810433737,0.05642836,-0.39208528,-0.03981904,10.04903507
1691752810433895,0.04550266,-0.38449958,-0.03314754,10.02570915
1691752810437729,0.03054909,-0.39026746,-0.02628348,9.92013550
1691752810440364,0.03888786,-0.41264307,-0.01919129,9.81756783
1691752810444003,0.02719337,-0.34034252,-0.01250484,9.85783958
1691752810447746,0.28237861,-0.21321753,-0.00297883,9.11915684
1691752810451636,-0.00521382,-0.32409057,-0.00331037,9.99680614
1691752810455826,-0.33849266,-0.85493875,-0.01920849,9.45778847
1691752810459254,-0.21047491,-0.55832696,0.00727416,9.77814674
1691752810462166,-0.08618535,-0.47774497,0.02237880,9.85852146
1691752810466848,-0.01007146,-0.40684584,0.03300454,9.96249866
1691752810469800,-0.01274732,-0.32642615,0.04044303,9.93756104
1691752810473651,0.05301645,-0.27442056,0.04641129,9.76627159
1691752810478437,1.10856664,0.18740238,0.02885362,7.85708189
1691752810480247,0.76725692,0.38382801,0.02068145,8.10141373
1691752810483874,0.31047162,-0.12272961,0.04544904,9.44713116
1691752810489936,-0.22591090,-0.19793279,0.04440821,10.45469189
1691752810491441,-0.29874197,-0.27951103,0.04783340,10.80101109
1691752810495741,-0.27646118,-0.33596697,0.04940942,10.70915222
1691752810499384,-0.22039872,-0.26114163,0.05483131,10.43227673
1691752810502029,-0.13013513,-0.27758494,0.05800739,10.30032349
1691752810505967,0.65011793,0.06440718,0.05461460,8.36569881
1691752810510075,1.78219414,0.27314800,0.00699641,6.43573046
1691752810523661,0.42748627,0.15947288,0.03159110,9.19144821
1691752810523799,0.19063056,0.14125399,0.02641795,9.71042156
1691752810524079,-0.45895872,-0.15895259,0.02418814,10.75764179
1691752810524562,-0.60560220,-0.44290251,0.01081228,11.19130135
1691752810527761,-0.35683516,-0.20806479,0.02551569,10.98754025
1691752810534261,0.17267251,0.08618565,0.02478279,9.81294632
1691752810535993,1.55678701,0.29562041,-0.02462008,6.19736290
1691752810539480,0.35375986,0.16606095,0.00006163,9.04498863
1691752810542569,0.11699571,0.11664699,-0.00534579,9.51947784
1691752810546002,0.01936993,0.01823774,-0.01171627,9.33578873
1691752810549769,-0.07536530,0.00023457,-0.02088998,9.42281628
1691752810553841,-0.05768698,-0.01081210,-0.03072180,9.19943047
1691752810556746,-0.14186405,-0.11591283,-0.03308761,9.17630482
1691752810562772,-0.26028630,-0.10241300,-0.03840940,9.04979515
