timestamp,thrust[0],thrust[1],thrust[2],thrust[3]
1691768706636832,0.05600000,0.05600000,0.05800000,0.05800000
1691768706646841,0.05600000,0.05900000,0.06700000,0.06100000
1691768706656853,0.05600000,0.06000000,0.06900000,0.07600000
1691768706666337,0.05600000,0.05600000,0.06200000,0.06200000
1691768706676337,0.05600000,0.06200000,0.07100000,0.06600000
1691768706686431,0.05600000,0.06100000,0.06800000,0.07700000
1691768706696443,0.05600000,0.05700000,0.06300000,0.06600000
1691768706706443,0.05600000,0.05700000,0.06700000,0.06100000
1691768706718154,0.05600000,0.05800000,0.07200000,0.07300000
1691768706726454,0.05800000,0.05800000,0.05600000,0.06000000
1691768706736506,0.05600000,0.06000000,0.06300000,0.05700000
1691768706746707,0.41299999,0.16000000,0.28500000,0.29699999
1691768706756592,0.46700001,0.13100000,0.28400001,0.30199999
1691768706766571,0.42199999,0.18300000,0.26300001,0.27700001
1691768706776582,0.32200000,0.27800000,0.22200000,0.29699999
1691768706786627,0.23600000,0.30899999,0.19900000,0.34999999
1691768706796686,0.30100000,0.28600001,0.20800000,0.28900000
1691768706806667,0.25500000,0.27399999,0.24300000,0.30599999
1691768706816946,0.25099999,0.30399999,0.23400000,0.29400000
1691768706826694,0.25799999,0.24800000,0.29400000,0.27900001
1691768706836690,0.22700000,0.28799999,0.24800000,0.29600000
1691768706846731,0.21500000,0.27200001,0.23500000,0.27900001
1691768706856729,0.20999999,0.25299999,0.24100000,0.25600001
1691768706866967,0.21500000,0.21900000,0.26899999,0.24900000
1691768706876716,0.20100001,0.24699999,0.23500000,0.25299999
1691768706886840,0.21200000,0.21200000,0.25500000,0.22600000
1691768706896823,0.22700000,0.27100000,0.19800000,0.21699999
1691768706906829,0.21900000,0.23300000,0.21500000,0.19499999
1691768706916820,0.21100000,0.23899999,0.23400000,0.23000000
1691768706926825,0.19100000,0.28500000,0.17900001,0.23999999
1691768706936356,0.19400001,0.11900000,0.29699999,0.19499999
1691768706946440,0.26600000,0.31400001,0.16500001,0.18300000
1691768706956930,0.16200000,0.30599999,0.14399999,0.26199999
1691768706966935,0.24699999,0.16100000,0.27900001,0.18099999
1691768706976602,0.26100001,0.18799999,0.27000001,0.19400001
1691768706986464,0.24300000,0.24200000,0.22100000,0.20200001
1691768706996468,0.21200000,0.25700000,0.21500000,0.24200000
1691768707006550,0.22000000,0.20400000,0.26100001,0.23199999
1691768707016532,0.11600000,0.05600000,0.40900001,0.35200000
1691768707026620,0.28099999,0.20900001,0.22200000,0.08400000
1691768707036557,0.39899999,0.54000002,0.05600000,0.19900000
1691768707046573,0.18700001,0.28099999,0.21799999,0.26199999
1691768707056581,0.21500000,0.18600000,0.27300000,0.24600001
1691768707066847,0.25700000,0.25200000,0.22100000,0.21400000
1691768707076575,0.21900000,0.25000000,0.21600001,0.25099999
1691768707086657,0.25200000,0.23100001,0.23800001,0.22300000
1691768707096675,0.23500000,0.23100001,0.24400000,0.23800001
1691768707106697,0.23400000,0.27200001,0.20900001,0.24800000
1691768707116705,0.27500001,0.31000000,0.20200001,0.25400001
1691768707127237,0.21500000,0.14800000,0.31900001,0.27399999
1691768707136787,0.19400001,0.20999999,0.23899999,0.27700001
1691768707146968,0.24600001,0.23199999,0.21600001,0.22800000
1691768707156799,0.25200000,0.22200000,0.22800000,0.21100000
1691768707166808,0.23999999,0.20800000,0.23199999,0.22100000
1691768707176822,0.20800000,0.23300000,0.22000000,0.25400001
1691768707186836,0.23999999,0.20600000,0.24600001,0.21600001
1691768707196960,0.23700000,0.18300000,0.27599999,0.22000000
1691768707206932,0.24400000,0.29600000,0.16500001,0.21100000
1691768707216438,0.23199999,0.26499999,0.20500000,0.22400001
1691768707226452,0.23000000,0.22300000,0.23999999,0.22800000
1691768707236447,0.27900001,0.31900001,0.18700001,0.22000000
1691768707246494,0.22700000,0.20100001,0.29100001,0.25000000
1691768707256603,0.20700000,0.14500000,0.32100001,0.25400001
1691768707266540,0.25200000,0.30800000,0.16599999,0.20500000
1691768707276548,0.23600000,0.25400001,0.21900000,0.20999999
1691768707286562,0.22499999,0.23100001,0.24200000,0.23100001
1691768707296593,0.21699999,0.23899999,0.23600000,0.24400000
1691768707306602,0.24699999,0.24600001,0.22800000,0.21300000
1691768707316576,0.21400000,0.23700000,0.24100000,0.24900000
1691768707326581,0.23500000,0.23700000,0.23500000,0.22900000
1691768707336672,0.29499999,0.33500001,0.18700001,0.21500000
1691768707346704,0.24100000,0.25799999,0.24800000,0.25600001
1691768707356696,0.21300000,0.21799999,0.27100000,0.25799999
1691768707366673,0.22100000,0.18799999,0.27800000,0.23400000
1691768707376685,0.22400001,0.27399999,0.20999999,0.23199999
1691768707386724,0.18300000,0.05600000,0.39600000,0.24300000
1691768707396735,0.26800001,0.37799999,0.08700000,0.17299999
1691768707406777,0.23899999,0.35299999,0.14800000,0.20400000
1691768707416779,0.19800000,0.20900001,0.28200001,0.24800000
1691768707426827,0.25299999,0.23000000,0.26199999,0.21500000
1691768707436810,0.23300000,0.25400001,0.23700000,0.23500000
1691768707446955,0.24500000,0.27100000,0.23100001,0.22600000
1691768707456910,0.23999999,0.23899999,0.26100001,0.22800000
1691768707466617,0.27000001,0.30599999,0.23199999,0.23800001
1691768707476434,0.14800000,0.20100001,0.27399999,0.29100001
1691768707486971,0.22900000,0.24500000,0.24800000,0.23000000
1691768707496581,0.29499999,0.27800000,0.22300000,0.18200000
1691768707506540,0.22400001,0.26199999,0.23899999,0.25200000
1691768707516538,0.22400001,0.23500000,0.25500000,0.24500000
1691768707527050,0.24500000,0.26899999,0.23700000,0.22900000
1691768707536595,0.23199999,0.22900000,0.25799999,0.23000000
1691768707546633,0.26699999,0.28700000,0.24400000,0.23400000
1691768707556579,0.13400000,0.19499999,0.25400001,0.27900001
1691768707566648,0.25900000,0.25200000,0.24600001,0.21200000
1691768707576659,0.21400000,0.22200000,0.25200000,0.23199999
1691768707586664,0.25900000,0.25299999,0.23600000,0.20700000
1691768707596708,0.24100000,0.28299999,0.21300000,0.23100001
1691768707606675,0.21400000,0.23700000,0.25900000,0.23899999
1691768707616779,0.23700000,0.26400000,0.23899999,0.22499999
1691768707626692,0.24100000,0.25000000,0.24900000,0.22200000
1691768707636691,0.24100000,0.24800000,0.24400000,0.22300000
1691768707646737,0.23300000,0.25500000,0.24699999,0.23500000
1691768707656773,0.23700000,0.23899999,0.24600001,0.21500000
1691768707666954,0.21400000,0.24200000,0.24300000,0.23600000
1691768707676795,0.22100000,0.22900000,0.25500000,0.23100001
1691768707686807,0.23000000,0.26600000,0.22900000,0.22800000
1691768707696888,0.23000000,0.25700000,0.24100000,0.22800000
1691768707706838,0.24500000,0.25000000,0.24800000,0.22100000
1691768707716400,0.18300000,0.20500000,0.26600000,0.26199999
1691768707726448,0.25299999,0.26199999,0.22499999,0.20400000
1691768707736523,0.22900000,0.24900000,0.23500000,0.22600000
1691768707746529,0.24500000,0.25099999,0.25299999,0.23000000
1691768707756538,0.24699999,0.28900000,0.22600000,0.23000000
1691768707767043,0.16200000,0.17100000,0.29800001,0.27500001
1691768707776547,0.25900000,0.27300000,0.22300000,0.21600001
1691768707786567,0.28400001,0.29899999,0.23100001,0.21400000
1691768707796576,0.15700001,0.19100000,0.27200001,0.27700001
1691768707807077,0.22499999,0.20700000,0.28099999,0.23999999
1691768707816650,0.32499999,0.34299999,0.17800000,0.16599999
1691768707826654,0.20200001,0.22700000,0.25900000,0.26100001
1691768707836661,0.19700000,0.23199999,0.25700000,0.25900000
1691768707847203,0.26899999,0.30300000,0.20200001,0.20800000
1691768707856680,0.25000000,0.24500000,0.25900000,0.22600000
1691768707866688,0.22600000,0.23000000,0.26899999,0.24500000
1691768707876693,0.24900000,0.28500000,0.22200000,0.22400001
1691768707886710,0.25099999,0.27100000,0.25000000,0.23600000
1691768707896843,0.25999999,0.29699999,0.22700000,0.24100000
1691768707906794,0.21799999,0.25000000,0.25799999,0.25600001
1691768707916793,0.25099999,0.16000000,0.33800000,0.22600000
1691768707926803,0.23999999,0.32800001,0.16599999,0.22900000
1691768707936810,0.27200001,0.30899999,0.22200000,0.22499999
