timestamp,roll,pitch,yaw,norm_thrust
1691768706635463,0.00000000,0.00000000,0.00000000,0.00000000
1691768706645365,0.00000000,0.00000000,0.00000000,0.00000000
1691768706655368,0.00000000,0.00000000,0.00000000,0.00000000
1691768706665363,0.00000000,0.00000000,0.00000000,0.00000000
1691768706675364,0.00000000,0.00000000,0.00000000,0.00000000
1691768706685369,0.00000000,0.00000000,0.00000000,0.00000000
1691768706695363,0.00000000,0.00000000,0.00000000,0.00000000
1691768706705364,0.00000000,0.00000000,0.00000000,0.00000000
1691768706715367,0.00000000,0.00000000,0.00000000,0.00000000
1691768706725378,0.00000000,0.00000000,0.00000000,0.00000000
1691768706736035,-0.04561912,0.38285157,0.60386735,11.24491119
1691768706739984,-0.04189201,0.38377526,0.60369360,11.23785210
1691768706742599,-0.04649107,0.37989509,0.60395062,11.24165630
1691768706746300,-0.04358855,0.38949287,0.60433811,11.27553749
1691768706750110,-0.04490081,0.38353869,0.60439730,11.28211021
1691768706754095,-0.04668918,0.38303286,0.60447437,11.28054047
1691768706758070,-0.04679246,0.39179632,0.60501558,11.31081963
1691768706760682,-0.04448200,0.38521606,0.60495907,11.31376743
1691768706764451,-0.04575437,0.38291860,0.60463899,11.32120514
1691768706768045,-0.04669321,0.38373029,0.60351348,11.35545349
1691768706772209,-0.04596828,0.38212481,0.60054159,11.36007309
1691768706775946,-0.04478107,0.37684751,0.59302413,11.40747833
1691768706779997,-0.04630233,0.37664571,0.58462775,11.40362453
1691768706782836,-0.04800550,0.37175351,0.57105696,11.38767433
1691768706786227,-0.05172728,0.35719812,0.55472106,11.38864326
1691768706790174,-0.04689606,0.33808124,0.53485471,11.41398239
1691768706794178,-0.06085455,0.32040772,0.51348573,11.36116505
1691768706798141,-0.08477471,0.30976397,0.49004707,11.40910912
1691768706800715,-0.14636074,0.14177416,0.46403345,11.61814499
1691768706804545,-0.14467864,0.13229693,0.43695697,11.53353882
1691768706808184,-0.16587046,0.13142231,0.41478524,11.50350761
1691768706812409,-0.18871245,0.17195545,0.38413769,11.61118412
1691768706816595,-0.16131781,0.16680391,0.35668096,11.57863903
