timestamp,trajectory_timestamp,pose_position_x,pose_position_y,pose_position_z,pose_orientation_x,pose_orientation_y,pose_orientation_z,pose_orientation_w,velocity_linear_x,velocity_linear_y,velocity_linear_z,velocity_angular_x,velocity_angular_y,velocity_angular_z,acceleration_linear_x,acceleration_linear_y,acceleration_linear_z,acceleration_angular_x,acceleration_angular_y,acceleration_angular_z,jerk_linear_x,jerk_linear_y,jerk_linear_z,jerk_angular_x,jerk_angular_y,jerk_angular_z,heading,heading_rate
1691768706735357,0,0.00000000,0.00000000,0.00299371,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.30000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.61600000,0.00000000
1691768706745369,0,0.00000000,0.00000000,0.00599720,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.30000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.61600000,0.00000000
1691768706755359,0,0.00000000,0.00000000,0.00899447,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.30000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.61600000,0.00000000
1691768706765366,0,0.00000000,0.00000000,0.01199637,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.30000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.61600000,0.00000000
1691768706775357,0,0.00000000,0.00000000,0.01499364,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.30000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.61600000,0.00000000
1691768706785367,0,0.00000000,0.00000000,0.01799681,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.30000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.61600000,0.00000000
1691768706795376,0,0.00000000,0.00000000,0.02099930,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.30000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.61600000,0.00000000
1691768706805360,0,0.00000000,0.00000000,0.02399449,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.30000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.61600000,0.00000000
1691768706815677,0,0.00000000,0.00000000,0.02708951,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.30000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.61600000,0.00000000
1691768706825362,0,0.00000000,0.00000000,0.02999503,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.30000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.61600000,0.00000000
