timestamp,gate1_marker1_x,gate1_marker1_y,gate1_marker1_z,gate1_marker2_x,gate1_marker2_y,gate1_marker2_z,gate1_marker3_x,gate1_marker3_y,gate1_marker3_z,gate1_marker4_x,gate1_marker4_y,gate1_marker4_z,gate2_marker1_x,gate2_marker1_y,gate2_marker1_z,gate2_marker2_x,gate2_marker2_y,gate2_marker2_z,gate2_marker3_x,gate2_marker3_y,gate2_marker3_z,gate2_marker4_x,gate2_marker4_y,gate2_marker4_z,gate3_marker1_x,gate3_marker1_y,gate3_marker1_z,gate3_marker2_x,gate3_marker2_y,gate3_marker2_z,gate3_marker3_x,gate3_marker3_y,gate3_marker3_z,gate3_marker4_x,gate3_marker4_y,gate3_marker4_z,gate4_marker1_x,gate4_marker1_y,gate4_marker1_z,gate4_marker2_x,gate4_marker2_y,gate4_marker2_z,gate4_marker3_x,gate4_marker3_y,gate4_marker3_z,gate4_marker4_x,gate4_marker4_y,gate4_marker4_z
1691759714269713.0,3.978921,2.038505,0.370515,4.016308,0.531396,0.374565,3.97865,0.54061,1.902745,3.939553,2.086306,1.896987,4.016659,-0.565002,1.923233,4.017325,-0.596478,0.396976,4.003476,-2.10456,1.931236,3.987866,-2.097828,0.407289,-4.054386,-2.048785,1.933317,-4.008467,-2.045593,0.399146,-3.992304,-0.53626,0.396355,-3.966712,-0.513706,1.927394,-3.964828,0.532326,0.406505,-3.921221,0.520438,1.933064,-3.995693,2.03323,0.413332,-4.020921,2.033882,1.945936
1691759714273343.0,3.978914,2.038493,0.370523,4.016317,0.531393,0.37454,3.978655,0.540601,1.902768,3.939516,2.086232,1.896997,4.016623,-0.564984,1.923232,4.01733,-0.596479,0.396983,4.003415,-2.104593,1.931275,3.98788,-2.097787,0.407267,-4.054409,-2.048761,1.933293,-4.008435,-2.045645,0.399116,-3.992319,-0.536293,0.396385,-3.966668,-0.513762,1.927401,-3.964733,0.532328,0.406535,-3.921225,0.520438,1.933061,-3.995717,2.033199,0.413332,-4.020925,2.033889,1.945977
1691759714276983.0,3.978914,2.03851,0.370527,4.016292,0.531396,0.374571,3.978646,0.540584,1.902751,3.939519,2.08622,1.897003,4.016637,-0.564978,1.923243,4.017324,-0.596474,0.39697,4.003422,-2.104593,1.931246,3.987882,-2.097809,0.407294,-4.054284,-2.048745,1.933287,-4.008243,-2.045687,0.399089,-3.992361,-0.536064,0.396522,-3.966757,-0.51368,1.927418,-3.964703,0.532297,0.40656,-3.921119,0.520395,1.933088,-3.99594,2.033329,0.413301,-4.020924,2.033904,1.945897
1691759714280623.0,3.978923,2.038515,0.370527,4.016331,0.531395,0.374547,3.978662,0.540633,1.90278,3.939548,2.08625,1.897011,4.016622,-0.564992,1.923213,4.017316,-0.596458,0.396959,4.003476,-2.104569,1.931248,3.987893,-2.097823,0.407261,-4.054244,-2.048786,1.933261,-4.008372,-2.045533,0.399164,-3.992314,-0.536154,0.396464,-3.96668,-0.513715,1.927427,-3.964708,0.53229,0.406572,-3.921167,0.52036,1.933177,-3.995693,2.033187,0.413349,-4.020911,2.033889,1.945909
1691759714284253.0,3.978905,2.038541,0.370514,4.016359,0.531392,0.374535,3.978675,0.540635,1.902758,3.939544,2.086224,1.897018,4.01665,-0.564986,1.92322,4.017302,-0.596469,0.39696,4.00349,-2.104559,1.931247,3.987939,-2.097773,0.407289,-4.054138,-2.048798,1.933184,-4.00824,-2.045636,0.399034,-3.992326,-0.536125,0.396435,-3.966639,-0.513722,1.927388,-3.964691,0.532274,0.406593,-3.921109,0.520359,1.933143,-3.995923,2.033337,0.413305,-4.020897,2.033882,1.945949
1691759714287893.0,3.978931,2.03853,0.370535,4.016361,0.531414,0.374533,3.978728,0.540654,1.902709,3.939593,2.086474,1.896691,4.016636,-0.564976,1.923214,4.017326,-0.596476,0.396969,4.003475,-2.104554,1.931204,3.987909,-2.097787,0.407265,-4.054346,-2.048731,1.933176,-4.008012,-2.045695,0.398995,-3.992285,-0.536168,0.396405,-3.966539,-0.513726,1.927361,-3.964689,0.532251,0.406584,-3.921144,0.520336,1.933217,-3.995678,2.033226,0.413373,-4.020917,2.033929,1.945913
1691759714291533.0,3.978949,2.038537,0.370537,4.016368,0.531398,0.374534,3.97871,0.540666,1.902719,3.939565,2.086278,1.896993,4.016615,-0.564979,1.9232,4.01734,-0.596452,0.396972,4.003473,-2.104557,1.931259,3.987877,-2.09777,0.407232,-4.054291,-2.048737,1.933158,-4.008133,-2.045774,0.398891,-3.992286,-0.536128,0.396382,-3.966657,-0.513694,1.927383,-3.964756,0.532241,0.406565,-3.9211,0.5203,1.933281,-3.995959,2.033384,0.413273,-4.020904,2.033931,1.945884
1691759714295163.0,3.978962,2.038541,0.370539,4.016351,0.531422,0.374554,3.978769,0.540656,1.902677,3.939549,2.0863,1.896993,4.016625,-0.564974,1.923202,4.01735,-0.596446,0.396961,4.003496,-2.104574,1.931223,3.987949,-2.097763,0.407243,-4.054243,-2.048798,1.933076,-4.008327,-2.045656,0.398962,-3.992375,-0.536111,0.396389,-3.966701,-0.51367,1.927342,-3.964794,0.532201,0.406532,-3.921207,0.520274,1.933238,-3.995968,2.033351,0.413282,-4.020821,2.033897,1.945946
1691759714298803.0,3.978944,2.038553,0.37049,4.016351,0.531398,0.37454,3.978697,0.540659,1.90272,3.939538,2.086277,1.896965,4.016627,-0.564976,1.923188,4.017338,-0.596435,0.396952,4.003414,-2.10459,1.931239,3.987915,-2.097781,0.407249,-4.05435,-2.048758,1.933106,-4.008227,-2.045714,0.398876,-3.992323,-0.536093,0.396376,-3.966568,-0.513711,1.927247,-3.964858,0.532183,0.406524,-3.921132,0.520276,1.93328,-3.995712,2.033241,0.413309,-4.020831,2.03387,1.945915
1691759714302433.0,3.978966,2.038562,0.370511,4.016344,0.531397,0.374557,3.97871,0.540669,1.902688,3.939508,2.08627,1.897005,4.016613,-0.564967,1.923183,4.017325,-0.596431,0.396944,4.003459,-2.104573,1.931239,3.987891,-2.097786,0.407233,-4.054163,-2.048794,1.933136,-4.008147,-2.045606,0.398919,-3.992416,-0.536151,0.396353,-3.966602,-0.513704,1.927314,-3.964822,0.53219,0.406486,-3.921181,0.520277,1.933239,-3.995696,2.033244,0.413301,-4.02088,2.033891,1.945879
