timestamp,vbat
1691765277748569,24.89999962
1691765277768575,24.89999962
1691765277788127,24.89999962
1691765277808166,24.89999962
1691765277828190,24.89999962
1691765277848283,24.89999962
1691765277868312,24.89999962
1691765277888381,24.89999962
1691765277908598,24.89999962
1691765277928413,24.79999924
1691765277948429,24.70000076
1691765277968548,24.70000076
1691765277988584,24.70000076
1691765278008158,24.70000076
1691765278028382,24.70000076
1691765278048889,24.70000076
1691765278068312,24.70000076
1691765278088812,24.70000076
1691765278108951,24.70000076
1691765278128412,24.70000076
1691765278148444,24.70000076
1691765278168526,24.60000038
1691765278188541,24.60000038
1691765278208591,24.60000038
1691765278228144,24.60000038
1691765278248725,24.60000038
1691765278268208,24.60000038
1691765278288801,24.60000038
1691765278308560,24.60000038
1691765278328406,24.60000038
1691765278348509,24.60000038
1691765278368945,24.60000038
1691765278388504,24.60000038
1691765278408554,24.60000038
1691765278428140,24.60000038
1691765278448131,24.60000038
1691765278468190,24.60000038
1691765278488715,24.60000038
1691765278508299,24.60000038
1691765278528272,24.50000000
1691765278548290,24.50000000
1691765278568297,24.50000000
1691765278588379,24.50000000
1691765278608423,24.50000000
1691765278628508,24.50000000
1691765278648534,24.50000000
1691765278668559,24.50000000
1691765278689119,24.50000000
1691765278708122,24.50000000
1691765278728142,24.50000000
1691765278748162,24.50000000
1691765278768321,24.50000000
1691765278788278,24.50000000
1691765278808387,24.50000000
1691765278828444,24.50000000
1691765278848410,24.50000000
1691765278868509,24.50000000
1691765278888513,24.50000000
1691765278908569,24.50000000
1691765278928634,24.50000000
1691765278948130,24.50000000
1691765278968168,24.50000000
1691765278988247,24.50000000
1691765279008261,24.50000000
1691765279028368,24.50000000
1691765279048374,24.50000000
1691765279068617,24.50000000
1691765279088467,24.50000000
1691765279108541,24.50000000
1691765279128597,24.50000000
1691765279148616,24.50000000
1691765279168614,24.50000000
1691765279188133,24.50000000
1691765279208233,24.50000000
1691765279228255,24.50000000
1691765279248363,24.50000000
1691765279268386,24.50000000
1691765279288480,24.50000000
1691765279308515,24.50000000
1691765279328512,24.50000000
1691765279348602,24.50000000
1691765279368636,24.50000000
1691765279388391,24.50000000
1691765279408900,24.50000000
1691765279428870,24.50000000
1691765279448329,24.50000000
1691765279468360,24.50000000
1691765279488954,24.50000000
1691765279508512,24.50000000
1691765279528998,24.50000000
1691765279548584,24.50000000
1691765279568601,24.50000000
1691765279588613,24.50000000
1691765279608209,24.50000000
1691765279628235,24.50000000
1691765279648311,24.50000000
1691765279668602,24.50000000
1691765279688855,24.50000000
1691765279708373,24.50000000
1691765279728944,24.50000000
1691765279748462,24.50000000
1691765279768992,24.50000000
1691765279788557,24.50000000
1691765279809140,24.50000000
1691765279828663,24.50000000
1691765279848883,24.50000000
1691765279868379,24.50000000
1691765279888306,24.50000000
1691765279908356,24.50000000
1691765279928957,24.50000000
1691765279948432,24.50000000
1691765279968453,24.50000000
1691765279988526,24.50000000
1691765280008590,24.50000000
1691765280028594,24.50000000
1691765280048602,24.50000000
1691765280068264,24.50000000
1691765280088269,24.50000000
1691765280108334,24.50000000
1691765280128422,24.50000000
1691765280148434,24.50000000
1691765280168457,24.50000000
1691765280188583,24.50000000
1691765280208154,24.50000000
1691765280228184,24.50000000
1691765280248174,24.50000000
1691765280268372,24.50000000
1691765280288279,24.50000000
1691765280308316,24.50000000
1691765280328410,24.50000000
1691765280348402,24.50000000
1691765280368438,24.50000000
1691765280388506,24.50000000
1691765280408530,24.50000000
1691765280428533,24.50000000
1691765280448624,24.50000000
1691765280468681,24.50000000
1691765280488654,24.50000000
1691765280508251,24.50000000
1691765280528262,24.50000000
1691765280548389,24.50000000
1691765280568521,24.39999962
1691765280588578,24.39999962
1691765280608628,24.39999962
1691765280628654,24.39999962
1691765280648733,24.39999962
1691765280668299,24.50000000
1691765280688251,24.39999962
1691765280708413,24.39999962
1691765280728960,24.50000000
1691765280748440,24.50000000
1691765280768461,24.50000000
1691765280788581,24.50000000
1691765280808955,24.50000000
1691765280828844,24.50000000
1691765280848633,24.50000000
1691765280868266,24.50000000
1691765280888775,24.39999962
1691765280908351,24.39999962
1691765280928360,24.39999962
1691765280948444,24.39999962
1691765280968472,24.39999962
1691765280988474,24.50000000
1691765281008497,24.50000000
1691765281028525,24.50000000
1691765281048575,24.50000000
1691765281068610,24.39999962
1691765281088700,24.39999962
1691765281108214,24.39999962
1691765281128298,24.39999962
1691765281148324,24.39999962
1691765281168362,24.39999962
1691765281188416,24.39999962
1691765281208465,24.39999962
1691765281228454,24.39999962
1691765281248473,24.50000000
1691765281268571,24.39999962
1691765281288563,24.39999962
1691765281308674,24.39999962
1691765281328681,24.39999962
1691765281348202,24.39999962
1691765281368342,24.39999962
1691765281388349,24.39999962
1691765281408336,24.39999962
1691765281428416,24.39999962
1691765281448410,24.39999962
1691765281468449,24.39999962
1691765281488425,24.39999962
1691765281508528,24.39999962
1691765281528534,24.39999962
1691765281548558,24.39999962
1691765281568639,24.39999962
1691765281588634,24.39999962
1691765281608704,24.39999962
1691765281628390,24.39999962
1691765281648380,24.39999962
1691765281668422,24.39999962
1691765281688524,24.39999962
1691765281708659,24.39999962
1691765281729128,24.39999962
1691765281748654,24.39999962
1691765281768726,24.39999962
1691765281788478,24.39999962
1691765281808275,24.39999962
1691765281828619,24.39999962
1691765281848955,24.39999962
1691765281868556,24.39999962
1691765281888478,24.39999962
1691765281908905,24.39999962
1691765281929195,24.39999962
1691765281948844,24.39999962
1691765281968697,24.39999962
1691765281988299,24.39999962
1691765282009035,24.39999962
1691765282028354,24.39999962
1691765282048330,24.39999962
1691765282068361,24.39999962
1691765282088432,24.39999962
1691765282108563,24.39999962
1691765282128580,24.39999962
1691765282148606,24.39999962
1691765282168230,24.39999962
1691765282188732,24.39999962
1691765282208318,24.39999962
1691765282228320,24.39999962
1691765282248414,24.39999962
1691765282268504,24.39999962
1691765282288536,24.39999962
1691765282308582,24.39999962
1691765282328660,24.39999962
1691765282348695,24.39999962
1691765282368712,24.39999962
1691765282388339,24.39999962
1691765282408312,24.39999962
1691765282428406,24.39999962
1691765282448990,24.39999962
1691765282468533,24.39999962
1691765282488550,24.39999962
1691765282508642,24.39999962
1691765282528658,24.39999962
1691765282548891,24.39999962
1691765282568273,24.39999962
1691765282588509,24.39999962
