timestamp,roll,pitch,yaw,norm_thrust
1704703686048031,0.22390647,0.11370347,0.07759908,6.33600712
1704703686104009,-0.31240612,-0.32956970,0.06589843,10.83555603
1704703686109992,-0.32838118,-0.33079770,0.06514411,10.55222225
1704703686116067,-0.32560113,-0.32612562,0.06403428,10.26015759
1704703686122058,-0.30866045,-0.31166530,0.06049705,9.97724247
1704703686128059,-0.28176269,-0.29424912,0.05684473,9.69199467
1704703686134015,-0.25568607,-0.27011460,0.05166860,9.40138912
1704703686140049,-0.21880749,-0.22819214,0.04716673,9.11659241
1704703686148004,-0.15094773,-0.14658791,0.04576925,8.73439312
1704703686154074,-0.06902391,-0.06123238,0.04551370,8.44009209
1704703686161958,0.05544583,0.05732917,0.04625281,8.09170246
1704703686166150,0.12002943,0.12020794,0.04732735,7.93195438
1704703686170015,0.17643502,0.17523432,0.04814853,7.80162716
1704703686179976,0.29200816,0.29116693,0.04721893,7.55056190
1704703686184048,0.32544819,0.32125390,0.04575052,7.48008633
1704703686190008,0.35351050,0.34450182,0.04265191,7.42122841
1704703686197987,0.35721847,0.34438866,0.03798487,7.41000700
1704703686206004,0.32807282,0.30685055,0.03359856,7.47641325
1704703686211966,0.28509623,0.25532988,0.02991544,7.56569195
1704703686218010,0.22890329,0.18563554,0.02701172,7.65791750
1704703686223991,0.16283342,0.10828725,0.02527617,7.76208401
1704703686230041,0.08958130,0.02293304,0.02366837,7.86080217
1704703686236015,0.01512378,-0.05959322,0.02232361,7.91811609
1704703686242012,-0.06572727,-0.12868041,0.02170455,7.94159365
1704703686248011,-0.14615831,-0.18525936,0.02115230,7.92631054
1704703686253993,-0.21823888,-0.23921883,0.02062601,7.88513660
1704703686261980,-0.29753733,-0.29406366,0.02015110,7.82836628
1704703686266061,-0.33041295,-0.30681917,0.01996884,7.80787563
1704703686273990,-0.36086023,-0.30609876,0.01917062,7.76219273
1704703686281964,-0.34874505,-0.26368108,0.01839864,7.73338842
1704703686286008,-0.32580787,-0.22857237,0.01823126,7.72576666
1704703686293995,-0.24918593,-0.13387188,0.01771495,7.72198248
1704703686298018,-0.20078094,-0.08300161,0.01806327,7.72404146
1704703686304063,-0.11736665,-0.00955917,0.01872286,7.72139359
1704703686310465,-0.01432132,0.06956076,0.01913840,7.71564150
1704703686316023,0.07698326,0.12848160,0.01969757,7.70947647
1704703686326031,0.23370644,0.20379251,0.02087558,7.71618795
1704703686331961,0.31884140,0.23263824,0.02148719,7.72957373
1704703686338006,0.38866168,0.24012324,0.02191131,7.73831177
1704703686344031,0.43908563,0.22564864,0.02129878,7.76518583
1704703686350023,0.46587411,0.19260159,0.01957601,7.79920530
1704703686356105,0.46462217,0.14318360,0.01745224,7.82707500
1704703686362007,0.43289801,0.08632123,0.01561027,7.86789274
1704703686368086,0.37555563,0.02263176,0.01344737,7.91140175
1704703686373988,0.29900104,-0.04164728,0.01129856,7.94355297
1704703686379996,0.19905291,-0.10370172,0.00967263,7.98480844
1704703686386028,0.08532573,-0.15714514,0.00875245,8.02300167
1704703686396010,-0.11134645,-0.22774196,0.00712617,8.05959225
1704703686400080,-0.18695386,-0.24522009,0.00735631,8.06505966
1704703686408023,-0.31824088,-0.25802663,0.00603586,8.04797554
1704703686412099,-0.38226774,-0.24860367,0.00605413,8.04552746
1704703686420015,-0.47300917,-0.21339907,0.00539190,8.02365685
1704703686424009,-0.50097573,-0.18408069,0.00576925,8.01503944
1704703686430044,-0.51398659,-0.11978921,0.00528448,8.00982285
1704703686436075,-0.49627915,-0.05204649,0.00568090,8.00300217
1704703686446010,-0.40285146,0.05329301,0.00703031,8.00874329
1704703686452010,-0.30978772,0.11949861,0.00886460,8.01725101
1704703686454025,-0.27632982,0.13732658,0.01016793,8.01424694
1704703686463983,-0.07901606,0.21236588,0.01260508,8.04001331
1704703686466130,-0.03262979,0.22542033,0.01459405,8.05138111
1704703686476015,0.16983317,0.25167066,0.01489527,8.07249451
1704703686482042,0.28056917,0.25123429,0.01613260,8.10958672
1704703686488164,0.37659967,0.22656511,0.01661315,8.13608360
1704703686494038,0.45328227,0.19680385,0.01625822,8.17897224
1704703686500014,0.49859118,0.15860872,0.01581980,8.20511055
1704703686507986,0.51958436,0.09494336,0.01412327,8.24287891
1704703686516027,0.50296623,0.00910430,0.01175531,8.28052711
1704703686521970,0.45530313,-0.05131549,0.01064962,8.31945610
1704703686526041,0.40567064,-0.08934754,0.00999938,8.33878613
1704703686534041,0.26852989,-0.15708023,0.00783452,8.37714577
