timestamp,roll,pitch,yaw,norm_thrust
1691753488121256,0.00000000,0.00000000,0.00000000,0.00000000
1691753488131268,0.00000000,0.00000000,0.00000000,0.00000000
1691753488141258,0.00000000,0.00000000,0.00000000,0.00000000
1691753488151257,0.00000000,0.00000000,0.00000000,0.00000000
1691753488161261,0.00000000,0.00000000,0.00000000,0.00000000
1691753488171260,0.00000000,0.00000000,0.00000000,0.00000000
1691753488181281,0.00000000,0.00000000,0.00000000,0.00000000
1691753488193249,-0.06116346,0.38935423,0.35415199,11.23277092
1691753488197002,-0.06483095,0.38752356,0.35431746,11.23483372
1691753488200985,-0.06571749,0.38758478,0.35431135,11.23530388
1691753488205006,-0.06513134,0.38814771,0.35422859,11.27223396
1691753488208734,-0.06660565,0.38742307,0.35430604,11.27698517
1691753488211350,-0.06474114,0.38661081,0.35402328,11.27697945
1691753488215482,-0.07052719,0.38274944,0.35414231,11.32444000
1691753488224023,-0.06729463,0.38708305,0.35385856,11.36133385
1691753488224340,-0.06923852,0.38732606,0.35381261,11.35905170
1691753488225813,-0.06786473,0.38625881,0.35334945,11.36264706
1691753488230107,-0.06742804,0.38859892,0.35236651,11.34847832
1691753488234043,-0.06687663,0.38607487,0.35060170,11.39208508
1691753488240938,-0.07549549,0.38630363,0.34880456,11.37424374
1691753488241070,-0.07159643,0.38315341,0.34463000,11.36718559
1691753488244268,-0.07670739,0.38005358,0.33861816,11.38810158
1691753488248226,-0.07646158,0.36962169,0.33027160,11.38576412
1691753488252095,-0.07513868,0.35469022,0.31650504,11.47057724
1691753488256092,-0.15531574,0.22896908,0.30254182,11.66211319
1691753488258710,-0.12870029,0.22934516,0.28851658,11.58140469
1691753488262353,-0.09790645,0.27964047,0.27650842,11.35083771
1691753488266162,-0.09556864,0.27230382,0.26379752,11.28891373
1691753488270218,-0.09060775,0.27382722,0.24419174,11.49304771
1691753488274111,-0.12424984,0.14551380,0.22976933,11.43409443
1691753488277870,-0.10647273,0.16520193,0.21868445,10.94066525
1691753488280435,-0.07691934,0.17009717,0.20610017,10.84435940
1691753488284145,-0.06537566,0.13608132,0.19281814,10.82235336
