timestamp,gate1_marker1_x,gate1_marker1_y,gate1_marker1_z,gate1_marker2_x,gate1_marker2_y,gate1_marker2_z,gate1_marker3_x,gate1_marker3_y,gate1_marker3_z,gate1_marker4_x,gate1_marker4_y,gate1_marker4_z,gate2_marker1_x,gate2_marker1_y,gate2_marker1_z,gate2_marker2_x,gate2_marker2_y,gate2_marker2_z,gate2_marker3_x,gate2_marker3_y,gate2_marker3_z,gate2_marker4_x,gate2_marker4_y,gate2_marker4_z,gate3_marker1_x,gate3_marker1_y,gate3_marker1_z,gate3_marker2_x,gate3_marker2_y,gate3_marker2_z,gate3_marker3_x,gate3_marker3_y,gate3_marker3_z,gate3_marker4_x,gate3_marker4_y,gate3_marker4_z,gate4_marker1_x,gate4_marker1_y,gate4_marker1_z,gate4_marker2_x,gate4_marker2_y,gate4_marker2_z,gate4_marker3_x,gate4_marker3_y,gate4_marker3_z,gate4_marker4_x,gate4_marker4_y,gate4_marker4_z
1691757109045766.0,3.978402,2.038009,0.370627,4.016254,0.531237,0.374275,3.978724,0.5404,1.902356,3.939734,2.086463,1.8962,4.016403,-0.56513,1.923019,4.01758,-0.596859,0.396568,4.003087,-2.104778,1.931179,3.989324,-2.097914,0.407287,-4.054174,-2.04909,1.933257,-4.009449,-2.045663,0.399303,-3.993127,-0.536171,0.39656,-3.966667,-0.513925,1.927351,-3.964675,0.53148,0.406499,-3.92077,0.51982,1.933251,-3.994008,2.033355,0.413799,-4.021333,2.033621,1.94585
1691757109049396.0,3.97842,2.038009,0.370662,4.016309,0.531236,0.374258,3.978722,0.540355,1.902364,3.939667,2.0861,1.896651,4.016398,-0.565118,1.923009,4.017612,-0.596847,0.39655,4.003071,-2.104787,1.93118,3.989341,-2.097916,0.40726,-4.054251,-2.049051,1.933295,-4.009133,-2.045726,0.399285,-3.993111,-0.536067,0.396638,-3.966531,-0.513944,1.927303,-3.964726,0.53147,0.406448,-3.920792,0.519827,1.933249,-3.993953,2.033332,0.413805,-4.02128,2.033696,1.945914
1691757109053036.0,3.978394,2.037966,0.370644,4.016293,0.531235,0.374232,3.978676,0.540378,1.902379,3.939697,2.086097,1.896678,4.016413,-0.565116,1.922991,4.017606,-0.596843,0.396551,4.003109,-2.10475,1.931164,3.989359,-2.097911,0.407302,-4.054116,-2.049075,1.933246,-4.009058,-2.045786,0.399213,-3.993286,-0.53605,0.396615,-3.966588,-0.513923,1.927347,-3.964723,0.531489,0.406408,-3.920769,0.51984,1.933247,-3.994017,2.033387,0.413744,-4.021368,2.033631,1.945733
1691757109056676.0,3.978373,2.037998,0.370645,4.016266,0.531233,0.374222,3.978655,0.540332,1.902413,3.93969,2.086104,1.896622,4.016396,-0.565116,1.922979,4.017629,-0.596842,0.396555,4.003086,-2.104749,1.931137,3.989304,-2.097924,0.407257,-4.054287,-2.049018,1.933233,-4.009292,-2.045597,0.39928,-3.993187,-0.536112,0.396544,-3.966485,-0.513904,1.927318,-3.964709,0.531479,0.406398,-3.920786,0.519896,1.933159,-3.994036,2.033357,0.413715,-4.021242,2.033673,1.945891
1691757109060306.0,3.978441,2.037973,0.370631,4.016281,0.531248,0.374244,3.978649,0.540309,1.902416,3.939688,2.086066,1.896615,4.016405,-0.565129,1.923002,4.017581,-0.596865,0.396556,4.003073,-2.104778,1.93119,3.98933,-2.097944,0.407272,-4.054253,-2.049011,1.93323,-4.00902,-2.045896,0.399129,-3.993216,-0.536011,0.396663,-3.966649,-0.513932,1.927324,-3.964699,0.531525,0.406401,-3.920776,0.51992,1.933139,-3.994014,2.033353,0.413732,-4.021305,2.033745,1.94582
1691757109063946.0,3.97844,2.038001,0.370595,4.016277,0.531234,0.374248,3.978718,0.540346,1.902411,3.939719,2.086419,1.89617,4.016379,-0.565126,1.923006,4.017606,-0.596851,0.396568,4.003136,-2.104763,1.931198,3.988556,-2.098114,0.40687,-4.054165,-2.049042,1.933274,-4.009135,-2.045742,0.399216,-3.9931,-0.536077,0.396644,-3.966642,-0.513904,1.927367,-3.964734,0.531554,0.406376,-3.920764,0.519953,1.933075,-3.994033,2.033344,0.413726,-4.021309,2.033633,1.945767
1691757109067576.0,3.978984,2.03853,0.370068,4.016273,0.531231,0.374214,3.978683,0.54036,1.902388,3.939677,2.086071,1.896604,4.016375,-0.565132,1.922999,4.017602,-0.596848,0.396581,4.003091,-2.104747,1.931167,3.989293,-2.097939,0.40727,-4.054127,-2.049053,1.933239,-4.009463,-2.045657,0.399282,-3.993084,-0.53626,0.39648,-3.966657,-0.513913,1.92736,-3.964699,0.53159,0.40638,-3.920753,0.520015,1.933013,-3.994034,2.033348,0.413728,-4.021261,2.033716,1.945835
1691757109071216.0,3.97843,2.038036,0.370577,4.016223,0.531256,0.374247,3.978679,0.540354,1.902429,3.939722,2.086086,1.896576,4.016389,-0.565152,1.923025,4.017598,-0.596866,0.396589,4.003052,-2.104796,1.931202,3.989294,-2.097932,0.407277,-4.054279,-2.049018,1.933253,-4.009062,-2.045784,0.399236,-3.99301,-0.536169,0.396637,-3.966737,-0.513892,1.927414,-3.964734,0.531602,0.406381,-3.920783,0.520051,1.932985,-3.993991,2.033341,0.413748,-4.021266,2.033761,1.945844
1691757109074856.0,3.978967,2.038508,0.3701,4.016244,0.531235,0.374227,3.9787,0.540362,1.902388,3.939669,2.08606,1.896611,4.016389,-0.565131,1.923026,4.01759,-0.596874,0.396594,4.003041,-2.104808,1.931216,3.989296,-2.097933,0.407324,-4.054297,-2.049,1.933317,-4.009476,-2.04556,0.399407,-3.992997,-0.536085,0.39665,-3.966648,-0.513909,1.927425,-3.964704,0.531643,0.406395,-3.920787,0.520062,1.932967,-3.994013,2.033379,0.413697,-4.021343,2.033624,1.945696
1691757109078486.0,3.978953,2.038529,0.3701,4.016267,0.531249,0.374253,3.97869,0.540334,1.902438,3.939661,2.08606,1.896618,4.016396,-0.565134,1.923035,4.017607,-0.596862,0.396616,4.003094,-2.10479,1.931222,3.989301,-2.097939,0.407311,-4.054253,-2.049018,1.933319,-4.009059,-2.045795,0.399311,-3.993219,-0.535996,0.396714,-3.966483,-0.513928,1.927393,-3.96476,0.53162,0.40641,-3.920785,0.520058,1.933034,-3.993987,2.033323,0.413732,-4.021394,2.03365,1.945734
1691757109082126.0,3.978407,2.038001,0.370644,4.016291,0.531226,0.374263,3.978651,0.540334,1.902431,3.939694,2.086088,1.89664,4.016376,-0.565144,1.923054,4.017564,-0.596864,0.396599,4.003054,-2.104778,1.931208,3.989348,-2.097935,0.407329,-4.054327,-2.048998,1.933294,-4.009246,-2.045754,0.399343,-3.993153,-0.536185,0.396541,-3.966548,-0.513942,1.927393,-3.964777,0.531652,0.406418,-3.92071,0.520043,1.933037,-3.993988,2.033386,0.413757,-4.021306,2.033602,1.945863
1691757109085766.0,3.978961,2.038522,0.370143,4.016243,0.531233,0.374271,3.978713,0.540343,1.902408,3.93971,2.086076,1.896615,4.016411,-0.565141,1.923071,4.017574,-0.596866,0.396592,4.00309,-2.104786,1.931215,3.988596,-2.098117,0.406947,-4.054285,-2.049059,1.933351,-4.009507,-2.04561,0.39942,-3.993222,-0.536092,0.396618,-3.966605,-0.513941,1.927442,-3.964796,0.531626,0.406408,-3.920817,0.520053,1.933028,-3.993961,2.033389,0.413747,-4.021281,2.033761,1.945946
1691757109089396.0,3.978402,2.038005,0.370651,4.016279,0.531275,0.374246,3.978651,0.540323,1.902456,3.939712,2.08607,1.896653,4.016395,-0.565149,1.923071,4.017569,-0.596871,0.396593,4.003087,-2.104804,1.931206,3.98929,-2.097936,0.407313,-4.054411,-2.049011,1.933345,-4.009358,-2.04565,0.399369,-3.993013,-0.536145,0.396612,-3.966503,-0.513939,1.927403,-3.964764,0.531612,0.406357,-3.920808,0.519997,1.933118,-3.993989,2.033347,0.41377,-4.021222,2.033737,1.946004
1691757109093036.0,3.978396,2.037988,0.370694,4.016304,0.531249,0.374294,3.978725,0.54033,1.902413,3.939688,2.086078,1.896618,4.016398,-0.565161,1.923032,4.017564,-0.596861,0.396563,4.003102,-2.104756,1.931181,3.989348,-2.09792,0.407293,-4.05412,-2.049034,1.933281,-4.009354,-2.045717,0.399301,-3.993117,-0.536149,0.396601,-3.966472,-0.513966,1.927393,-3.964794,0.531577,0.406357,-3.920833,0.519977,1.933121,-3.994007,2.033347,0.413775,-4.021347,2.033649,1.945853
1691757109096676.0,3.978415,2.038007,0.370668,4.016274,0.531263,0.374255,3.978703,0.540364,1.90243,3.939654,2.086052,1.896657,4.016255,-0.564964,1.923075,4.017594,-0.596859,0.396567,4.003048,-2.104775,1.9312,3.988567,-2.098117,0.406878,-4.054152,-2.049066,1.93337,-4.008926,-2.045925,0.399118,-3.993053,-0.536077,0.396589,-3.966534,-0.513921,1.927393,-3.964803,0.531554,0.406415,-3.92073,0.519935,1.933217,-3.99398,2.03333,0.413792,-4.021265,2.033716,1.9459
1691757109100306.0,3.978381,2.037971,0.370648,4.016257,0.531251,0.374248,3.978665,0.540326,1.902443,3.939667,2.086042,1.896661,4.01638,-0.565125,1.922992,4.017616,-0.596862,0.39656,4.003063,-2.104791,1.931181,3.9885,-2.098136,0.406826,-4.054266,-2.049012,1.933342,-4.009295,-2.04576,0.399276,-3.993149,-0.536172,0.396507,-3.966582,-0.513964,1.927414,-3.9648,0.531524,0.406402,-3.920775,0.519926,1.933178,-3.993983,2.033336,0.413814,-4.021319,2.033717,1.945916
1691757109103946.0,3.97839,2.03797,0.370648,4.01627,0.531242,0.374271,3.978665,0.540331,1.902418,3.939712,2.086065,1.896644,4.016422,-0.565118,1.922996,4.017558,-0.596842,0.396538,4.003071,-2.104763,1.931159,3.988509,-2.098121,0.406827,-4.054176,-2.049053,1.93323,-4.00897,-2.045867,0.39917,-3.993146,-0.536136,0.396555,-3.966571,-0.513948,1.927329,-3.964657,0.531478,0.406424,-3.920735,0.519896,1.933202,-3.993997,2.033343,0.413789,-4.021311,2.03373,1.945814
1691757109107576.0,3.978361,2.037958,0.370646,4.016276,0.531239,0.374248,3.978674,0.54038,1.902423,3.939702,2.086383,1.896238,4.016385,-0.565105,1.922985,4.017608,-0.596868,0.396564,4.003096,-2.10475,1.931147,3.989281,-2.097922,0.40723,-4.054139,-2.049033,1.933304,-4.009075,-2.045782,0.399219,-3.993159,-0.536047,0.396605,-3.966495,-0.51394,1.927328,-3.964699,0.531456,0.406479,-3.920732,0.519862,1.933176,-3.993993,2.033325,0.413766,-4.021397,2.033642,1.945764
1691757109111216.0,3.978943,2.038528,0.370081,4.016238,0.531229,0.374221,3.978689,0.540366,1.902447,3.939658,2.086051,1.896651,4.016371,-0.565106,1.922991,4.017621,-0.596864,0.396565,4.003056,-2.10476,1.93118,3.989331,-2.097909,0.407269,-4.054106,-2.049053,1.933256,-4.009198,-2.045803,0.399264,-3.992988,-0.536095,0.396536,-3.966388,-0.513927,1.927354,-3.964656,0.531496,0.406459,-3.920698,0.519863,1.93321,-3.993998,2.033322,0.413691,-4.021328,2.033637,1.945742
1691757109114856.0,3.978939,2.038539,0.370078,4.01625,0.531244,0.374256,3.978718,0.54037,1.902432,3.939699,2.086067,1.896666,4.016379,-0.56511,1.923006,4.017588,-0.596869,0.396573,4.003064,-2.104764,1.9312,3.989347,-2.097909,0.407314,-4.054274,-2.049007,1.933304,-4.00904,-2.045859,0.39917,-3.993108,-0.536179,0.396533,-3.966573,-0.513892,1.927349,-3.964609,0.531473,0.406441,-3.920685,0.519839,1.933252,-3.993941,2.033357,0.413792,-4.021242,2.03374,1.945884
