timestamp,gate1_marker1_x,gate1_marker1_y,gate1_marker1_z,gate1_marker2_x,gate1_marker2_y,gate1_marker2_z,gate1_marker3_x,gate1_marker3_y,gate1_marker3_z,gate1_marker4_x,gate1_marker4_y,gate1_marker4_z,gate2_marker1_x,gate2_marker1_y,gate2_marker1_z,gate2_marker2_x,gate2_marker2_y,gate2_marker2_z,gate2_marker3_x,gate2_marker3_y,gate2_marker3_z,gate2_marker4_x,gate2_marker4_y,gate2_marker4_z,gate3_marker1_x,gate3_marker1_y,gate3_marker1_z,gate3_marker2_x,gate3_marker2_y,gate3_marker2_z,gate3_marker3_x,gate3_marker3_y,gate3_marker3_z,gate3_marker4_x,gate3_marker4_y,gate3_marker4_z,gate4_marker1_x,gate4_marker1_y,gate4_marker1_z,gate4_marker2_x,gate4_marker2_y,gate4_marker2_z,gate4_marker3_x,gate4_marker3_y,gate4_marker3_z,gate4_marker4_x,gate4_marker4_y,gate4_marker4_z
1691768150999825.0,3.981089,2.037948,0.370211,4.017063,0.531687,0.374558,3.979231,0.541309,1.902522,3.94028,2.086684,1.896554,4.015811,-0.565749,1.922838,4.018486,-0.596563,0.396507,4.002724,-2.105471,1.930809,3.993654,-2.098008,0.406423,-4.056397,-2.04853,1.93336,-4.014721,-2.046121,0.397788,-3.993495,-0.536262,0.396259,-3.967712,-0.513455,1.927547,-3.965361,0.532262,0.405848,-3.921506,0.52014,1.932962,-3.994413,2.033542,0.413021,-4.021486,2.033975,1.945552
1691768151003465.0,3.981098,2.037921,0.37021,4.017126,0.531709,0.374632,3.979188,0.54125,1.902536,3.940319,2.086717,1.89653,4.01585,-0.565747,1.922871,4.018421,-0.596587,0.39647,4.00272,-2.105442,1.930788,3.993622,-2.098011,0.406414,-4.056378,-2.048569,1.933357,-4.01465,-2.045941,0.397858,-3.993611,-0.536226,0.396309,-3.96776,-0.513416,1.927604,-3.965342,0.532244,0.405895,-3.92154,0.520114,1.932984,-3.994412,2.033526,0.413033,-4.021468,2.034018,1.945565
1691768151007105.0,3.981096,2.037978,0.370225,4.017158,0.531708,0.374598,3.979222,0.541271,1.902552,3.940308,2.086688,1.89656,4.015794,-0.565761,1.922854,4.01841,-0.596593,0.396468,4.002793,-2.105422,1.930831,3.993648,-2.098005,0.40643,-4.056474,-2.048522,1.933323,-4.014485,-2.046063,0.397763,-3.993589,-0.536236,0.396318,-3.967905,-0.513431,1.927587,-3.965266,0.532224,0.405915,-3.9215,0.520076,1.933033,-3.994356,2.033562,0.41307,-4.02136,2.03391,1.945589
1691768151010735.0,3.981135,2.037999,0.370147,4.017147,0.531733,0.374609,3.979258,0.541305,1.902502,3.940276,2.086683,1.896544,4.015832,-0.565754,1.922871,4.018419,-0.596585,0.396453,4.002738,-2.105441,1.930833,3.993614,-2.098034,0.406392,-4.056219,-2.048592,1.933276,-4.014003,-2.046365,0.39753,-3.993601,-0.536245,0.396268,-3.967783,-0.513405,1.927574,-3.965346,0.532203,0.405893,-3.921479,0.520085,1.93304,-3.994406,2.033561,0.413039,-4.021397,2.033973,1.945608
1691768151014375.0,3.981126,2.037978,0.370171,4.017145,0.531737,0.37462,3.979209,0.541269,1.902527,3.940287,2.086698,1.896528,4.01577,-0.565758,1.922841,4.018453,-0.59658,0.396497,4.002713,-2.105447,1.930817,3.99363,-2.09802,0.406413,-4.05634,-2.048531,1.933283,-4.014316,-2.046128,0.397643,-3.993705,-0.53622,0.396266,-3.967784,-0.513394,1.927559,-3.965319,0.532209,0.405909,-3.921511,0.520079,1.933054,-3.994368,2.033539,0.413067,-4.021415,2.033965,1.945582
1691768151018015.0,3.981156,2.037972,0.37014,4.017143,0.531749,0.374594,3.979299,0.541302,1.902455,3.940291,2.086698,1.896532,4.015766,-0.565748,1.92283,4.018433,-0.596571,0.396449,4.0027,-2.105472,1.930803,3.9936,-2.098001,0.406389,-4.056355,-2.048534,1.933315,-4.014684,-2.045962,0.397919,-3.993673,-0.536156,0.396368,-3.967677,-0.51341,1.927519,-3.965291,0.532209,0.405944,-3.921435,0.520062,1.933052,-3.994324,2.033578,0.413077,-4.021428,2.033964,1.945589
1691768151021645.0,3.981087,2.037975,0.370118,4.017134,0.531704,0.374507,3.979253,0.541312,1.902488,3.940319,2.08669,1.896485,4.015803,-0.565739,1.922832,4.018459,-0.596546,0.396483,4.002678,-2.105426,1.930782,3.993602,-2.098009,0.406391,-4.056243,-2.048536,1.933223,-4.014451,-2.045988,0.397804,-3.993714,-0.536174,0.396342,-3.967705,-0.513418,1.927571,-3.965319,0.532223,0.405933,-3.921468,0.520104,1.93305,-3.994328,2.033605,0.413093,-4.021324,2.033936,1.945651
1691768151025285.0,3.981103,2.038002,0.370095,4.0171,0.531715,0.374501,3.979232,0.541316,1.90245,3.940292,2.086724,1.896463,4.015802,-0.565751,1.922828,4.018449,-0.596552,0.396473,4.002695,-2.105458,1.930809,3.993626,-2.097999,0.4064,-4.056234,-2.048546,1.933251,-4.01451,-2.045994,0.397749,-3.993732,-0.536119,0.396339,-3.96761,-0.513377,1.927486,-3.965326,0.532226,0.405945,-3.92148,0.520092,1.933053,-3.994359,2.033619,0.413103,-4.021336,2.033967,1.945609
1691768151028915.0,3.981129,2.037993,0.37005,4.017156,0.531737,0.374473,3.979298,0.541313,1.902424,3.940242,2.086711,1.896417,4.015782,-0.565753,1.922817,4.018422,-0.596566,0.396463,4.002697,-2.105443,1.930797,3.993598,-2.098012,0.406379,-4.056412,-2.048498,1.933228,-4.014754,-2.045809,0.397943,-3.993687,-0.536171,0.396354,-3.967797,-0.513405,1.927468,-3.965308,0.532241,0.405953,-3.921463,0.520124,1.932993,-3.994389,2.033592,0.413095,-4.021366,2.033986,1.945622
1691768151032555.0,3.981102,2.037964,0.370074,4.017041,0.531713,0.374513,3.979249,0.541271,1.902463,3.940347,2.086739,1.896403,4.015783,-0.565752,1.922807,4.018465,-0.596589,0.396472,4.002711,-2.105433,1.930824,3.993598,-2.098014,0.406393,-4.056317,-2.048556,1.933278,-4.014411,-2.046075,0.397678,-3.993695,-0.536174,0.396368,-3.96785,-0.513363,1.927572,-3.965312,0.532278,0.405941,-3.921406,0.520105,1.933016,-3.994357,2.033591,0.413095,-4.021325,2.033959,1.945621
