timestamp,gate1_marker1_x,gate1_marker1_y,gate1_marker1_z,gate1_marker2_x,gate1_marker2_y,gate1_marker2_z,gate1_marker3_x,gate1_marker3_y,gate1_marker3_z,gate1_marker4_x,gate1_marker4_y,gate1_marker4_z,gate2_marker1_x,gate2_marker1_y,gate2_marker1_z,gate2_marker2_x,gate2_marker2_y,gate2_marker2_z,gate2_marker3_x,gate2_marker3_y,gate2_marker3_z,gate2_marker4_x,gate2_marker4_y,gate2_marker4_z,gate3_marker1_x,gate3_marker1_y,gate3_marker1_z,gate3_marker2_x,gate3_marker2_y,gate3_marker2_z,gate3_marker3_x,gate3_marker3_y,gate3_marker3_z,gate3_marker4_x,gate3_marker4_y,gate3_marker4_z,gate4_marker1_x,gate4_marker1_y,gate4_marker1_z,gate4_marker2_x,gate4_marker2_y,gate4_marker2_z,gate4_marker3_x,gate4_marker3_y,gate4_marker3_z,gate4_marker4_x,gate4_marker4_y,gate4_marker4_z
1691756159796895.0,3.978402,2.037956,0.370718,4.016265,0.531198,0.374272,3.97861,0.540281,1.902538,3.939714,2.086037,1.89671,4.016427,-0.564821,1.922991,4.018029,-0.596967,0.396571,4.003126,-2.104471,1.931161,3.995191,-2.097974,0.407418,-4.054248,-2.048984,1.933351,-4.008955,-2.045618,0.399942,-3.993009,-0.536151,0.396764,-3.966455,-0.513903,1.927408,-3.964318,0.531444,0.406478,-3.920738,0.52011,1.933186,-3.991804,2.033185,0.413777,-4.021256,2.03361,1.945819
1691756159800535.0,3.978418,2.037997,0.370669,4.01627,0.531204,0.374277,3.978605,0.540289,1.902531,3.939729,2.086025,1.896695,4.016429,-0.564828,1.922991,4.018009,-0.596952,0.396585,4.003157,-2.104495,1.931217,3.995219,-2.097991,0.407443,-4.054224,-2.049024,1.933333,-4.008938,-2.045675,0.39987,-3.992866,-0.536188,0.396749,-3.96637,-0.513937,1.927348,-3.964273,0.531443,0.40652,-3.920717,0.520096,1.933228,-3.991726,2.033169,0.413855,-4.021194,2.033591,1.945872
1691756159804175.0,3.97842,2.037989,0.370625,4.016268,0.531225,0.374253,3.978599,0.540265,1.902508,3.939752,2.086051,1.896693,4.01648,-0.564851,1.922993,4.018028,-0.59694,0.396587,4.003129,-2.10447,1.93118,3.995207,-2.097981,0.407439,-4.054239,-2.048949,1.933296,-4.009101,-2.045493,0.39997,-3.993116,-0.536098,0.396727,-3.966419,-0.51391,1.927367,-3.964286,0.531453,0.406491,-3.920683,0.520069,1.93322,-3.991747,2.033184,0.413794,-4.021259,2.03365,1.945839
1691756159807805.0,3.978465,2.038019,0.370576,4.016255,0.531223,0.374246,3.978639,0.540257,1.902458,3.939758,2.086063,1.896677,4.016449,-0.564833,1.922987,4.018009,-0.596937,0.396598,4.003135,-2.104469,1.931195,3.995166,-2.097975,0.407397,-4.054246,-2.04901,1.933263,-4.008849,-2.0457,0.399741,-3.993044,-0.536179,0.396744,-3.966339,-0.513898,1.92729,-3.964303,0.531434,0.406522,-3.920706,0.520097,1.933263,-3.991756,2.033206,0.413865,-4.021103,2.033698,1.946013
1691756159811445.0,3.9784,2.038019,0.37059,4.016227,0.531235,0.374214,3.978683,0.540312,1.90243,3.939833,2.086457,1.896227,4.016435,-0.564839,1.922987,4.018064,-0.596955,0.396612,4.003199,-2.104439,1.931211,3.995158,-2.097965,0.407412,-4.054109,-2.049067,1.933213,-4.008927,-2.045654,0.399851,-3.99299,-0.535957,0.396902,-3.966327,-0.513918,1.927334,-3.964305,0.53145,0.406533,-3.920744,0.520095,1.933243,-3.991742,2.033166,0.413785,-4.02116,2.033713,1.946
1691756159815085.0,3.978408,2.038027,0.370569,4.016253,0.531228,0.374245,3.978646,0.540272,1.902451,3.939739,2.086094,1.89657,4.016447,-0.564835,1.922976,4.018019,-0.596928,0.396598,4.003131,-2.104483,1.93121,3.995187,-2.097984,0.407421,-4.054248,-2.048974,1.933246,-4.009188,-2.045601,0.399827,-3.993179,-0.536124,0.396746,-3.966319,-0.513884,1.927313,-3.964297,0.531432,0.406526,-3.920759,0.520044,1.933258,-3.992108,2.033361,0.413678,-4.021119,2.033669,1.946024
1691756159818715.0,3.978386,2.038037,0.370584,4.01624,0.53125,0.374243,3.978664,0.540313,1.902453,3.939754,2.086483,1.896221,4.016452,-0.564827,1.922958,4.018054,-0.596932,0.39661,4.003133,-2.10449,1.931192,3.995185,-2.097985,0.407413,-4.054278,-2.04903,1.933267,-4.008794,-2.045732,0.399725,-3.993089,-0.536051,0.396791,-3.966374,-0.513925,1.927316,-3.964303,0.531428,0.406529,-3.920737,0.520049,1.933203,-3.992057,2.033336,0.413693,-4.021212,2.033613,1.945912
1691756159822355.0,3.978408,2.038019,0.370603,4.016255,0.531235,0.374236,3.978663,0.540298,1.90242,3.93973,2.086116,1.896638,4.016454,-0.564828,1.922985,4.018028,-0.596924,0.396606,4.003153,-2.104463,1.93119,3.995183,-2.098002,0.407438,-4.054298,-2.048985,1.933288,-4.009167,-2.045627,0.399822,-3.993169,-0.535753,0.397008,-3.966488,-0.513923,1.927404,-3.964343,0.53143,0.406534,-3.920712,0.520067,1.933289,-3.99176,2.033211,0.413743,-4.0212,2.033579,1.945908
1691756159825995.0,3.978405,2.038058,0.370606,4.016231,0.531251,0.374235,3.978616,0.5403,1.902503,3.939695,2.086064,1.896663,4.016476,-0.564828,1.922991,4.018065,-0.596926,0.39663,4.003113,-2.104503,1.931202,3.995168,-2.097987,0.407414,-4.05431,-2.049002,1.933312,-4.009071,-2.045576,0.399947,-3.99314,-0.5361,0.396818,-3.966374,-0.513956,1.927353,-3.964334,0.53145,0.406559,-3.920727,0.520074,1.933222,-3.992058,2.033337,0.413624,-4.021195,2.0336,1.945898
1691756159829625.0,3.978435,2.038064,0.370618,4.016219,0.531233,0.374245,3.978618,0.540295,1.902546,3.939682,2.086089,1.896719,4.016452,-0.564834,1.922986,4.018046,-0.596938,0.396622,4.003123,-2.104474,1.931179,3.995175,-2.098004,0.407415,-4.0542,-2.049033,1.93331,-4.008999,-2.045719,0.399826,-3.993048,-0.536118,0.396848,-3.966412,-0.513926,1.927425,-3.964272,0.531446,0.406504,-3.9208,0.520091,1.933216,-3.992136,2.033363,0.413678,-4.021178,2.033672,1.94597
