timestamp,trajectory_timestamp,pose_position_x,pose_position_y,pose_position_z,pose_orientation_x,pose_orientation_y,pose_orientation_z,pose_orientation_w,velocity_linear_x,velocity_linear_y,velocity_linear_z,velocity_angular_x,velocity_angular_y,velocity_angular_z,acceleration_linear_x,acceleration_linear_y,acceleration_linear_z,acceleration_angular_x,acceleration_angular_y,acceleration_angular_z,jerk_linear_x,jerk_linear_y,jerk_linear_z,jerk_angular_x,jerk_angular_y,jerk_angular_z,heading,heading_rate
1704712213186855,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,nan,nan,nan,0.00000000,0.00000000,0.00000000,nan,nan,nan,0.00000000,0.00000000,0.34999999,nan,nan,nan,nan,nan
1704712213188869,2014,0.00000000,0.00000000,0.00000001,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000235,nan,nan,nan,0.00000000,0.00000000,0.00070497,nan,nan,nan,0.00000000,0.00000000,0.34999999,nan,nan,nan,nan,nan
1704712213192892,6037,0.00000000,0.00000000,0.00000002,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000704,nan,nan,nan,0.00000000,0.00000000,0.00211316,nan,nan,nan,0.00000000,0.00000000,0.34999999,nan,nan,nan,nan,nan
1704712213194860,8005,0.00000000,0.00000000,0.00000004,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00001246,nan,nan,nan,0.00000000,0.00000000,0.00280196,nan,nan,nan,0.00000000,0.00000000,0.34999999,nan,nan,nan,nan,nan
1704712213196871,10016,0.00000000,0.00000000,0.00000008,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00001950,nan,nan,nan,0.00000000,0.00000000,0.00350577,nan,nan,nan,0.00000000,0.00000000,0.34999999,nan,nan,nan,nan,nan
1704712213200875,14020,0.00000000,0.00000000,0.00000017,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00003512,nan,nan,nan,0.00000000,0.00000000,0.00490710,nan,nan,nan,0.00000000,0.00000000,0.34999999,nan,nan,nan,nan,nan
1704712213204841,17986,0.00000000,0.00000000,0.00000037,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00005825,nan,nan,nan,0.00000000,0.00000000,0.00629514,nan,nan,nan,0.00000000,0.00000000,0.34999999,nan,nan,nan,nan,nan
1704712213207040,20185,0.00000000,0.00000000,0.00000048,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00007151,nan,nan,nan,0.00000000,0.00000000,0.00706476,nan,nan,nan,0.00000000,0.00000000,0.34999999,nan,nan,nan,nan,nan
1704712213210840,23985,0.00000000,0.00000000,0.00000085,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00010255,nan,nan,nan,0.00000000,0.00000000,0.00839489,nan,nan,nan,0.00000000,0.00000000,0.34999999,nan,nan,nan,nan,nan
1704712213212880,26025,0.00000000,0.00000000,0.00000104,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00011921,nan,nan,nan,0.00000000,0.00000000,0.00910896,nan,nan,nan,0.00000000,0.00000000,0.34999999,nan,nan,nan,nan,nan
