timestamp,gate1_marker1_x,gate1_marker1_y,gate1_marker1_z,gate1_marker2_x,gate1_marker2_y,gate1_marker2_z,gate1_marker3_x,gate1_marker3_y,gate1_marker3_z,gate1_marker4_x,gate1_marker4_y,gate1_marker4_z,gate2_marker1_x,gate2_marker1_y,gate2_marker1_z,gate2_marker2_x,gate2_marker2_y,gate2_marker2_z,gate2_marker3_x,gate2_marker3_y,gate2_marker3_z,gate2_marker4_x,gate2_marker4_y,gate2_marker4_z,gate3_marker1_x,gate3_marker1_y,gate3_marker1_z,gate3_marker2_x,gate3_marker2_y,gate3_marker2_z,gate3_marker3_x,gate3_marker3_y,gate3_marker3_z,gate3_marker4_x,gate3_marker4_y,gate3_marker4_z,gate4_marker1_x,gate4_marker1_y,gate4_marker1_z,gate4_marker2_x,gate4_marker2_y,gate4_marker2_z,gate4_marker3_x,gate4_marker3_y,gate4_marker3_z,gate4_marker4_x,gate4_marker4_y,gate4_marker4_z
1691768706627910.0,3.981638,2.037955,0.370274,4.01725,0.531874,0.374617,3.979474,0.541442,1.902372,3.940379,2.086742,1.896474,4.015512,-0.565711,1.922786,4.018441,-0.5965,0.396476,4.002731,-2.105465,1.930723,3.996322,-2.098041,0.406178,-4.05609,-2.048569,1.933166,-4.011395,-2.046188,0.397502,-3.993834,-0.536096,0.396201,-3.967616,-0.513366,1.927539,-3.965654,0.532404,0.405629,-3.921682,0.520218,1.932814,-3.994521,2.033667,0.412744,-4.021794,2.034247,1.945362
1691768706631540.0,3.981699,2.03798,0.370238,4.017223,0.531877,0.374645,3.979534,0.541485,1.902319,3.940337,2.086725,1.896486,4.01556,-0.565706,1.922783,4.018477,-0.596497,0.396478,4.002676,-2.105487,1.930741,3.996386,-2.098024,0.406206,-4.056201,-2.048555,1.933162,-4.011521,-2.045892,0.397743,-3.993732,-0.536205,0.396133,-3.967753,-0.513374,1.927539,-3.965611,0.532408,0.405623,-3.921747,0.520256,1.932802,-3.997337,2.034779,0.411228,-4.021808,2.034212,1.945364
1691768706635180.0,3.981695,2.037986,0.370188,4.017218,0.531884,0.374632,3.979449,0.541435,1.902343,3.940385,2.086756,1.89647,4.015524,-0.565695,1.92279,4.018454,-0.596491,0.39646,4.002745,-2.105446,1.930759,3.996338,-2.097995,0.406181,-4.056085,-2.048615,1.933141,-4.011681,-2.046306,0.397463,-3.993813,-0.536263,0.396142,-3.96774,-0.513324,1.927586,-3.965629,0.532407,0.405605,-3.921693,0.520224,1.932737,-3.997354,2.034768,0.411223,-4.02186,2.034306,1.945287
1691768706638820.0,3.981624,2.037982,0.370245,4.017242,0.531886,0.374651,3.979495,0.541468,1.902335,3.940349,2.086724,1.896477,4.015558,-0.565705,1.922803,4.018438,-0.596505,0.396448,4.002784,-2.105459,1.930749,3.996314,-2.098034,0.406163,-4.056232,-2.048599,1.933239,-4.011607,-2.046099,0.397711,-3.993751,-0.536099,0.39625,-3.967741,-0.513333,1.927576,-3.965629,0.532395,0.405624,-3.921667,0.520213,1.932741,-3.994486,2.033654,0.412721,-4.021847,2.034272,1.945344
1691768706642450.0,3.981658,2.037968,0.370284,4.017272,0.531882,0.374664,3.979465,0.541447,1.902317,3.940338,2.086761,1.896505,4.015519,-0.565691,1.922788,4.018427,-0.596509,0.396464,4.002692,-2.105476,1.930744,3.996313,-2.098055,0.40617,-4.056235,-2.048541,1.933183,-4.011546,-2.046253,0.397535,-3.993855,-0.53622,0.39618,-3.967627,-0.513346,1.927553,-3.965608,0.532364,0.405618,-3.921661,0.520207,1.932837,-3.997372,2.03481,0.411277,-4.021769,2.034243,1.945302
1691768706646090.0,3.981619,2.037942,0.370251,4.017243,0.531892,0.374671,3.979487,0.541495,1.902264,3.940389,2.086756,1.896451,4.015526,-0.565704,1.922786,4.018417,-0.596499,0.39644,4.0027,-2.105475,1.930719,3.996302,-2.098044,0.40617,-4.056103,-2.048578,1.93328,-4.011172,-2.046295,0.39754,-3.993836,-0.536126,0.396152,-3.967664,-0.513329,1.927578,-3.965566,0.532339,0.405667,-3.921677,0.520161,1.932845,-3.997373,2.034851,0.411242,-4.021781,2.03426,1.945337
1691768706649720.0,3.981637,2.037955,0.370257,4.017277,0.531893,0.374651,3.979429,0.541423,1.902343,3.940339,2.08676,1.896535,4.015555,-0.565706,1.922792,4.018385,-0.59652,0.396405,4.002746,-2.10546,1.930742,3.996368,-2.097993,0.406165,-4.05629,-2.048586,1.933253,-4.011458,-2.046172,0.397603,-3.99387,-0.535966,0.396367,-3.967692,-0.513322,1.927602,-3.965547,0.532307,0.405727,-3.921607,0.520119,1.93281,-3.9973,2.034803,0.411314,-4.021734,2.034237,1.945342
1691768706653360.0,3.981611,2.037889,0.370283,4.017265,0.531878,0.374624,3.979413,0.541462,1.902354,3.940373,2.086745,1.896529,4.015522,-0.565707,1.922768,4.018444,-0.59649,0.396429,4.00276,-2.105416,1.930696,3.996315,-2.098006,0.406158,-4.056126,-2.048618,1.933237,-4.011733,-2.046162,0.397684,-3.993618,-0.536197,0.396223,-3.967784,-0.513299,1.927626,-3.96555,0.532291,0.405713,-3.921571,0.520112,1.932962,-3.994467,2.033705,0.412754,-4.021716,2.03424,1.945344
1691768706657000.0,3.981647,2.037956,0.370176,4.017323,0.531888,0.374646,3.979504,0.541469,1.902294,3.940366,2.086735,1.896512,4.015547,-0.565715,1.92276,4.018458,-0.596506,0.396437,4.00272,-2.105475,1.930713,3.996339,-2.098012,0.40615,-4.05607,-2.048543,1.933151,-4.011751,-2.046111,0.397656,-3.993689,-0.536232,0.396195,-3.967732,-0.513311,1.927599,-3.965517,0.532233,0.405785,-3.921573,0.520074,1.932923,-3.997248,2.034786,0.411384,-4.021722,2.034245,1.945427
1691768706660630.0,3.981683,2.037952,0.37019,4.01727,0.531872,0.374664,3.979464,0.541368,1.902372,3.940395,2.086738,1.896494,4.015518,-0.565705,1.922762,4.018479,-0.596489,0.396451,4.002737,-2.105477,1.930712,3.996368,-2.098027,0.406165,-4.05618,-2.04855,1.933198,-4.01139,-2.046243,0.397477,-3.993629,-0.536155,0.39628,-3.967705,-0.513306,1.927547,-3.965501,0.532222,0.405753,-3.921588,0.52006,1.932948,-3.994398,2.033653,0.412772,-4.021726,2.034235,1.945362
