timestamp,roll,pitch,yaw,norm_thrust
1704716169474494,0.19921397,0.52136099,0.17320566,6.30499935
1704716169530492,-0.41371006,-0.89158916,0.14974764,10.80532837
1704716169538624,-0.43802965,-0.92100656,0.14470316,10.39899349
1704716169544465,-0.42769787,-0.89089888,0.14193076,10.12674427
1704716169550473,-0.40766114,-0.84974742,0.13608652,9.84272385
1704716169556639,-0.38089573,-0.79538786,0.12549320,9.54318142
1704716169562487,-0.34518692,-0.71363980,0.11446789,9.26668549
1704716169568501,-0.31649107,-0.58796340,0.10319546,8.98288441
1704716169574629,-0.26926053,-0.41808668,0.09456248,8.68432140
1704716169580489,-0.20017722,-0.21627378,0.09187309,8.39684010
1704716169590489,-0.05587885,0.13960409,0.09183554,7.93572235
1704716169596648,0.04582457,0.34733284,0.09271526,7.68595934
1704716169602483,0.14697862,0.51576698,0.09189060,7.48024940
1704716169608498,0.24323463,0.65328300,0.09031768,7.30203915
1704716169614509,0.32504416,0.75007069,0.08851068,7.16453409
1704716169620385,0.38555306,0.78254533,0.08566071,7.08015108
1704716169626517,0.42772782,0.75990695,0.08194063,7.02475262
1704716169632492,0.44262710,0.69883978,0.07859030,6.99194956
1704716169638522,0.43449193,0.60415453,0.07439791,6.99637985
1704716169646492,0.38178065,0.44861484,0.07002364,7.05081034
1704716169652554,0.31985578,0.32428098,0.06818666,7.13742399
1704716169658445,0.24556914,0.20610586,0.06611899,7.24914598
1704716169664590,0.16564745,0.09476767,0.06244600,7.40676451
1704716169670519,0.08864240,0.00187466,0.05898870,7.59054279
1704716169676494,0.01151968,-0.07968049,0.05638021,7.78708839
1704716169682497,-0.05837510,-0.13532668,0.05405717,8.01966381
1704716169688513,-0.11766686,-0.16936463,0.05125747,8.27250195
1704716169694470,-0.16449891,-0.18367234,0.04826859,8.51821327
1704716169700476,-0.17833678,-0.11468104,0.04612046,8.70777416
1704716169710443,-0.15961255,0.05985417,0.03927353,8.58495998
1704716169716517,-0.15014526,0.14673111,0.03627781,8.38831711
1704716169722477,-0.13717644,0.22547117,0.03464929,8.17483521
1704716169728518,-0.11986858,0.29510489,0.03401713,7.97728157
1704716169734456,-0.10164766,0.36090550,0.03308471,7.81930017
1704716169740444,-0.07481546,0.41127348,0.03191086,7.75684452
1704716169746825,-0.04771947,0.43368107,0.03018828,7.74539566
1704716169752471,-0.02237234,0.41196960,0.02958321,7.71221066
1704716169758499,0.00422283,0.36492994,0.02876422,7.69587898
1704716169764662,0.02517444,0.30436942,0.02809819,7.68998957
1704716169772545,0.04628522,0.21493262,0.02798613,7.68606806
1704716169778471,0.05896964,0.12884460,0.02778500,7.67708302
1704716169784615,0.06365129,0.01870565,0.02693292,7.68306398
1704716169790485,0.06343643,-0.09856977,0.02591850,7.69608355
1704716169796639,0.05832811,-0.21613893,0.02528156,7.70022631
1704716169802498,0.04689405,-0.32372677,0.02474505,7.71518135
1704716169808526,0.02916233,-0.42285973,0.02382082,7.73294353
1704716169814648,0.00737841,-0.50507736,0.02284245,7.74928761
1704716169820519,-0.01823586,-0.55089206,0.02181897,7.78407478
1704716169826503,-0.04776802,-0.56624496,0.02064186,7.82551241
1704716169836572,-0.09063551,-0.53021514,0.01913742,7.90009212
1704716169842482,-0.11088020,-0.46101660,0.01856669,7.96459389
1704716169848499,-0.12523757,-0.35797912,0.01789271,8.02862167
1704716169854478,-0.13522191,-0.23517403,0.01678544,8.07571507
1704716169860436,-0.13812821,-0.09132688,0.01547053,8.13853645
1704716169866441,-0.13068861,0.05361983,0.01505286,8.18726254
1704716169872617,-0.11532564,0.17562546,0.01571626,8.17281055
1704716169878492,-0.08639377,0.28811133,0.01589637,8.13824558
1704716169884533,-0.04830542,0.39767665,0.01535193,8.10320568
1704716169890483,-0.01111994,0.46703091,0.01577353,8.07006931
1704716169898492,0.04485992,0.48934433,0.01594932,8.03922081
1704716169904522,0.08853456,0.46974629,0.01598142,8.04077530
1704716169910511,0.12638059,0.42140308,0.01560069,8.07490444
1704716169916697,0.15142529,0.34364951,0.01506186,8.12553120
1704716169922509,0.16527337,0.24092436,0.01439880,8.19222355
1704716169928500,0.15935662,0.12338132,0.01380429,8.23927689
1704716169934532,0.13839608,0.00008821,0.01362086,8.25168037
1704716169940518,0.11208266,-0.10696030,0.01337221,8.26246166
1704716169946545,0.07918964,-0.20673496,0.01338413,8.25782013
1704716169952486,0.04039288,-0.30528378,0.01364116,8.23334217
1704716169962501,-0.03467701,-0.44267684,0.01240592,8.21996689
1704716169968484,-0.07831532,-0.49459058,0.01225485,8.23010635
1704716169974514,-0.12136343,-0.51838005,0.01159508,8.23771667
1704716169980526,-0.15657875,-0.50605094,0.01102918,8.26784229
1704716169986524,-0.18206996,-0.46196109,0.01036625,8.31179142
1704716169992490,-0.19601911,-0.39447823,0.00976528,8.35668087
1704716169998558,-0.19462763,-0.29222465,0.00902952,8.42747974
1704716170004569,-0.18034638,-0.17198171,0.00849587,8.50157452
1704716170010469,-0.15961988,-0.06101291,0.00831019,8.53538036
1704716170018530,-0.11436863,0.06495503,0.00818508,8.50871658
1704716170024529,-0.06689693,0.16993219,0.00850804,8.44887447
1704716170030437,-0.01344313,0.27949989,0.00865983,8.39041424
1704716170036517,0.04154809,0.36819389,0.00980748,8.34600544
1704716170042493,0.08926345,0.41019753,0.01080770,8.31024456
1704716170048514,0.13241512,0.41893047,0.01071816,8.28092670
1704716170054631,0.17867965,0.40970498,0.00949356,8.32989788
1704716170060483,0.22387469,0.39819574,0.00859184,8.43361759
1704716170066521,0.25048772,0.35722375,0.00754639,8.54367924
1704716170072518,0.25795135,0.29104221,0.00649174,8.64334583
1704716170082519,0.24526952,0.15650055,0.00378486,8.87184429
