timestamp,pose_position_x,pose_position_y,pose_position_z,pose_orientation_x,pose_orientation_y,pose_orientation_z,pose_orientation_w,velocity_linear_x,velocity_linear_y,velocity_linear_z,velocity_angular_x,velocity_angular_y,velocity_angular_z
1704716169386923,0.00869345,-0.00339304,0.05572605,0.00299469,0.00248464,-0.01709882,0.99984622,0.00799744,-0.00348859,-0.00268634,-0.01767751,0.00356618,-0.02168410
1704716169390559,0.00867021,-0.00338891,0.05573541,0.00299402,0.00249462,-0.01710098,0.99984616,-0.00492754,0.00066488,0.00203904,-0.00027531,0.00549643,-0.00117381
1704716169394195,0.00865642,-0.00338125,0.05574208,0.00300025,0.00249957,-0.01709991,0.99984616,-0.00390890,0.00195902,0.00185576,0.00347391,0.00266119,0.00058816
1704716169397832,0.00860704,-0.00338938,0.05575327,0.00302344,0.00250687,-0.01706129,0.99984676,-0.01259395,-0.00180816,0.00295267,0.01287261,0.00373061,0.02122328
1704716169401468,0.00859639,-0.00338515,0.05575427,0.00303315,0.00250808,-0.01705044,0.99984688,-0.00391257,0.00086198,0.00054818,0.00536783,0.00055674,0.00595616
1704716169405104,0.00859495,-0.00338296,0.05575656,0.00304029,0.00250996,-0.01705063,0.99984688,-0.00075404,0.00062714,0.00062084,0.00393919,0.00096696,-0.00011003
1704716169408741,0.00859711,-0.00337935,0.05575719,0.00305584,0.00250284,-0.01704919,0.99984682,0.00045621,0.00095517,0.00021958,0.00848983,-0.00406459,0.00075678
1704716169412377,0.00861244,-0.00337916,0.05575763,0.00305538,0.00250215,-0.01705186,0.99984682,0.00383369,0.00014470,0.00013003,-0.00026523,-0.00036833,-0.00146978
1704716169416013,0.00861557,-0.00337725,0.05575853,0.00305974,0.00250351,-0.01705796,0.99984670,0.00116518,0.00048659,0.00023594,0.00240299,0.00072023,-0.00335953
1704716169419650,0.00863288,-0.00337602,0.05576155,0.00306177,0.00250154,-0.01706439,0.99984658,0.00439289,0.00035399,0.00076833,0.00108758,-0.00109655,-0.00354302
1704716169423286,0.00865401,-0.00337592,0.05576058,0.00306755,0.00249712,-0.01707117,0.99984646,0.00566618,0.00005997,-0.00016011,0.00312692,-0.00247311,-0.00374758
1704716169426923,0.00867692,-0.00338197,0.05575460,0.00306927,0.00249142,-0.01707604,0.99984640,0.00623487,-0.00148898,-0.00149297,0.00088523,-0.00314022,-0.00268974
1704716169430559,0.00868165,-0.00338868,0.05575082,0.00304922,0.00250987,-0.01710381,0.99984592,0.00180376,-0.00180878,-0.00108513,-0.01089035,0.01038097,-0.01521626
1704716169434195,0.00867541,-0.00338596,0.05575702,0.00306188,0.00251897,-0.01709800,0.99984598,-0.00135889,0.00048974,0.00142079,0.00705886,0.00487939,0.00319191
1704716169437832,0.00867166,-0.00338374,0.05576188,0.00306542,0.00252601,-0.01710238,0.99984586,-0.00106223,0.00059652,0.00134340,0.00200533,0.00384262,-0.00240052
1704716169441468,0.00867360,-0.00338387,0.05576214,0.00306609,0.00252998,-0.01711722,0.99984562,0.00037014,0.00002847,0.00020212,0.00038750,0.00220549,-0.00816225
1704716169445104,0.00867280,-0.00338122,0.05576517,0.00307113,0.00253400,-0.01712080,0.99984550,-0.00016108,0.00065753,0.00076965,0.00280602,0.00216751,-0.00196944
1704716169448741,0.00867259,-0.00337975,0.05576622,0.00307281,0.00253504,-0.01712293,0.99984545,-0.00006791,0.00043038,0.00033593,0.00092611,0.00055803,-0.00117124
1704716169452377,0.00865360,-0.00338059,0.05575828,0.00308974,0.00250711,-0.01705280,0.99984670,-0.00469783,-0.00016461,-0.00192590,0.00914907,-0.01563963,0.03850980
1704716169456013,0.00865114,-0.00338001,0.05575847,0.00308727,0.00251251,-0.01705072,0.99984670,-0.00108430,0.00012680,-0.00014916,-0.00130453,0.00299047,0.00116109
1704716169459650,0.00865009,-0.00337878,0.05575773,0.00309071,0.00251135,-0.01704929,0.99984670,-0.00037117,0.00031819,-0.00019827,0.00187881,-0.00067260,0.00077547
