timestamp,trajectory_timestamp,pose_position_x,pose_position_y,pose_position_z,pose_orientation_x,pose_orientation_y,pose_orientation_z,pose_orientation_w,velocity_linear_x,velocity_linear_y,velocity_linear_z,velocity_angular_x,velocity_angular_y,velocity_angular_z,acceleration_linear_x,acceleration_linear_y,acceleration_linear_z,acceleration_angular_x,acceleration_angular_y,acceleration_angular_z,jerk_linear_x,jerk_linear_y,jerk_linear_z,jerk_angular_x,jerk_angular_y,jerk_angular_z,heading,heading_rate
1704716169468455,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,nan,nan,nan,0.00000000,0.00000000,0.00000000,nan,nan,nan,0.00000000,0.00000000,0.34999999,nan,nan,nan,nan,nan
1704716169470523,2068,0.00000000,0.00000000,0.00000001,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000241,nan,nan,nan,0.00000000,0.00000000,0.00072387,nan,nan,nan,0.00000000,0.00000000,0.34999999,nan,nan,nan,nan,nan
1704716169474494,6039,0.00000000,0.00000000,0.00000002,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000705,nan,nan,nan,0.00000000,0.00000000,0.00211386,nan,nan,nan,0.00000000,0.00000000,0.34999999,nan,nan,nan,nan,nan
1704716169476520,8065,0.00000000,0.00000000,0.00000004,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00001267,nan,nan,nan,0.00000000,0.00000000,0.00282296,nan,nan,nan,0.00000000,0.00000000,0.34999999,nan,nan,nan,nan,nan
1704716169480492,12037,0.00000000,0.00000000,0.00000011,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00002658,nan,nan,nan,0.00000000,0.00000000,0.00421309,nan,nan,nan,0.00000000,0.00000000,0.34999999,nan,nan,nan,nan,nan
1704716169482496,14041,0.00000000,0.00000000,0.00000017,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00003524,nan,nan,nan,0.00000000,0.00000000,0.00491445,nan,nan,nan,0.00000000,0.00000000,0.34999999,nan,nan,nan,nan,nan
1704716169486496,18041,0.00000000,0.00000000,0.00000037,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00005857,nan,nan,nan,0.00000000,0.00000000,0.00631438,nan,nan,nan,0.00000000,0.00000000,0.34999999,nan,nan,nan,nan,nan
1704716169488624,20169,0.00000000,0.00000000,0.00000048,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00007138,nan,nan,nan,0.00000000,0.00000000,0.00705916,nan,nan,nan,0.00000000,0.00000000,0.34999999,nan,nan,nan,nan,nan
1704716169492485,24030,0.00000000,0.00000000,0.00000085,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00010291,nan,nan,nan,0.00000000,0.00000000,0.00841064,nan,nan,nan,0.00000000,0.00000000,0.34999999,nan,nan,nan,nan,nan
1704716169494465,26010,0.00000000,0.00000000,0.00000104,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00011909,nan,nan,nan,0.00000000,0.00000000,0.00910371,nan,nan,nan,0.00000000,0.00000000,0.34999999,nan,nan,nan,nan,nan
1704716169498521,30066,0.00000000,0.00000000,0.00000164,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00016014,nan,nan,nan,0.00000000,0.00000000,0.01052327,nan,nan,nan,0.00000000,0.00000000,0.34999999,nan,nan,nan,nan,nan
1704716169500473,32018,0.00000000,0.00000000,0.00000195,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00018064,nan,nan,nan,0.00000000,0.00000000,0.01120644,nan,nan,nan,0.00000000,0.00000000,0.34999999,nan,nan,nan,nan,nan
1704716169504472,36017,0.00000000,0.00000000,0.00000279,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00022889,nan,nan,nan,0.00000000,0.00000000,0.01260602,nan,nan,nan,0.00000000,0.00000000,0.34999999,nan,nan,nan,nan,nan
1704716169506639,38184,0.00000000,0.00000000,0.00000330,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00025670,nan,nan,nan,0.00000000,0.00000000,0.01336443,nan,nan,nan,0.00000000,0.00000000,0.34999999,nan,nan,nan,nan,nan
1704716169510464,42009,0.00000000,0.00000000,0.00000439,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00031047,nan,nan,nan,0.00000000,0.00000000,0.01470322,nan,nan,nan,0.00000000,0.00000000,0.34999999,nan,nan,nan,nan,nan
1704716169512487,44032,0.00000000,0.00000000,0.00000506,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00034116,nan,nan,nan,0.00000000,0.00000000,0.01541134,nan,nan,nan,0.00000000,0.00000000,0.34999999,nan,nan,nan,nan,nan
1704716169516498,48043,0.00000000,0.00000000,0.00000653,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00040521,nan,nan,nan,0.00000000,0.00000000,0.01681526,nan,nan,nan,0.00000000,0.00000000,0.34999999,nan,nan,nan,nan,nan
1704716169518501,50046,0.00000000,0.00000000,0.00000741,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00044026,nan,nan,nan,0.00000000,0.00000000,0.01751627,nan,nan,nan,0.00000000,0.00000000,0.34999999,nan,nan,nan,nan,nan
1704716169522508,54053,0.00000000,0.00000000,0.00000925,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00051206,nan,nan,nan,0.00000000,0.00000000,0.01891865,nan,nan,nan,0.00000000,0.00000000,0.34999999,nan,nan,nan,nan,nan
1704716169524629,56174,0.00000000,0.00000000,0.00001045,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00055412,nan,nan,nan,0.00000000,0.00000000,0.01966097,nan,nan,nan,0.00000000,0.00000000,0.34999999,nan,nan,nan,nan,nan
1704716169528532,60077,0.00000000,0.00000000,0.00001265,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00063171,nan,nan,nan,0.00000000,0.00000000,0.02102695,nan,nan,nan,0.00000000,0.00000000,0.34999999,nan,nan,nan,nan,nan
1704716169530489,62034,0.00000000,0.00000000,0.00001403,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00067509,nan,nan,nan,0.00000000,0.00000000,0.02171197,nan,nan,nan,0.00000000,0.00000000,0.34999999,nan,nan,nan,nan,nan
1704716169534498,66043,0.00000000,0.00000000,0.00001685,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00076397,nan,nan,nan,0.00000000,0.00000000,0.02311526,nan,nan,nan,0.00000000,0.00000000,0.34999999,nan,nan,nan,nan,nan
1704716169536523,68068,0.00000000,0.00000000,0.00001849,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00081213,nan,nan,nan,0.00000000,0.00000000,0.02382401,nan,nan,nan,0.00000000,0.00000000,0.34999999,nan,nan,nan,nan,nan
1704716169540489,72034,0.00000000,0.00000000,0.00002189,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00090929,nan,nan,nan,0.00000000,0.00000000,0.02521204,nan,nan,nan,0.00000000,0.00000000,0.34999999,nan,nan,nan,nan,nan
1704716169542495,74040,0.00000000,0.00000000,0.00002373,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00096008,nan,nan,nan,0.00000000,0.00000000,0.02591410,nan,nan,nan,0.00000000,0.00000000,0.34999999,nan,nan,nan,nan,nan
1704716169546648,78193,0.00000000,0.00000000,0.00002801,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00107151,nan,nan,nan,0.00000000,0.00000000,0.02736758,nan,nan,nan,0.00000000,0.00000000,0.34999999,nan,nan,nan,nan,nan
1704716169548534,80079,0.00000000,0.00000000,0.00002996,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00112230,nan,nan,nan,0.00000000,0.00000000,0.02802765,nan,nan,nan,0.00000000,0.00000000,0.34999999,nan,nan,nan,nan,nan
