timestamp,thrust[0],thrust[1],thrust[2],thrust[3]
1704701147028959,0.07400000,0.06200000,0.05900000,0.05600000
1704701147039000,0.07800000,0.06000000,0.07100000,0.05600000
1704701147049044,0.07400000,0.05900000,0.07100000,0.05600000
1704701147059140,0.06200000,0.06100000,0.05900000,0.05600000
1704701147068974,0.06300000,0.06900000,0.05600000,0.06000000
1704701147078984,0.07000000,0.05900000,0.05900000,0.05600000
1704701147088518,0.08100000,0.05600000,0.07100000,0.05700000
1704701147099029,0.07300000,0.05600000,0.06800000,0.05700000
1704701147109094,0.06100000,0.06000000,0.05800000,0.05600000
1704701147118577,0.06700000,0.06800000,0.05700000,0.05600000
1704701147128585,0.07800000,0.06600000,0.06500000,0.05600000
1704701147139162,0.08100000,0.06200000,0.06500000,0.05600000
1704701147148661,0.05800000,0.05600000,0.05700000,0.06000000
1704701147158632,0.05600000,0.05900000,0.05900000,0.06400000
1704701147168624,0.06700000,0.05800000,0.06400000,0.05600000
1704701147178665,0.08100000,0.06600000,0.06500000,0.05600000
1704701147188710,0.07100000,0.06300000,0.05900000,0.05600000
1704701147199187,0.05600000,0.06300000,0.06300000,0.07000000
1704701147208711,0.05600000,0.06500000,0.06000000,0.07000000
1704701147218673,0.06500000,0.05700000,0.05600000,0.05600000
1704701147229199,0.09000000,0.07000000,0.06700000,0.05600000
1704701147239764,0.07600000,0.06400000,0.06600000,0.05600000
1704701147248722,0.05600000,0.05900000,0.07000000,0.06900000
1704701147259215,0.05600000,0.06500000,0.07000000,0.07700000
1704701147268745,0.07000000,0.06900000,0.05600000,0.06400000
1704701147278753,0.08400000,0.07100000,0.05900000,0.05600000
1704701147288794,0.07100000,0.05700000,0.06800000,0.05600000
1704701147298780,0.06500000,0.05600000,0.08000000,0.06500000
1704701147308789,0.05800000,0.05600000,0.06400000,0.05900000
1704701147319257,0.07200000,0.07000000,0.05600000,0.06100000
1704701147328823,0.08300000,0.07500000,0.05600000,0.05600000
1704701147338813,0.06900000,0.06000000,0.06300000,0.05600000
1704701147348812,0.07300000,0.05600000,0.08700000,0.06900000
1704701147358921,0.06800000,0.05600000,0.07400000,0.06300000
1704701147369005,0.07900000,0.06800000,0.06100000,0.05600000
1704701147379437,0.08100000,0.07400000,0.05900000,0.05600000
1704701147389249,0.06900000,0.06200000,0.06800000,0.05600000
1704701147398955,0.06500000,0.05600000,0.07400000,0.06400000
1704701147409058,0.06300000,0.05600000,0.06100000,0.06200000
1704701147418965,0.07500000,0.06500000,0.05600000,0.06000000
1704701147428998,0.08400000,0.07100000,0.06300000,0.05600000
1704701147439077,0.07900000,0.06400000,0.07800000,0.05600000
1704701147449120,0.06800000,0.05600000,0.07600000,0.05600000
1704701147459041,0.06100000,0.06000000,0.05600000,0.06000000
1704701147468983,0.07700000,0.07500000,0.05600000,0.06900000
1704701147478510,0.07000000,0.06400000,0.05600000,0.05900000
1704701147489155,0.07400000,0.05600000,0.07400000,0.05700000
1704701147499049,0.07400000,0.05600000,0.08000000,0.05900000
1704701147508512,0.06100000,0.05800000,0.05600000,0.05600000
1704701147518517,0.06800000,0.07400000,0.05600000,0.06900000
1704701147528528,0.06800000,0.06600000,0.05600000,0.06000000
1704701147538608,0.06600000,0.05700000,0.06400000,0.05600000
1704701147548577,0.06700000,0.05600000,0.06500000,0.05700000
1704701147559064,0.06000000,0.05600000,0.05600000,0.05800000
1704701147568566,0.06000000,0.05900000,0.05600000,0.06400000
1704701147578612,0.06300000,0.05600000,0.06100000,0.05600000
1704701147589215,0.07100000,0.06100000,0.06700000,0.05600000
1704701147598741,0.06000000,0.06100000,0.05600000,0.05600000
1704701147608698,0.06200000,0.06500000,0.05600000,0.06600000
1704701147619170,0.06500000,0.06600000,0.05600000,0.06700000
1704701147628746,0.07100000,0.05600000,0.06500000,0.05700000
1704701147638758,0.21300000,0.14399999,0.21200000,0.12400000
1704701147648738,0.19100000,0.37599999,0.21500000,0.37099999
1704701147658771,0.08200000,0.33000001,0.20700000,0.38999999
1704701147668769,0.13800000,0.30300000,0.18400000,0.34400001
1704701147678776,0.23400000,0.21300000,0.23100001,0.19100000
1704701147688797,0.17600000,0.22900000,0.20299999,0.22800000
1704701147699231,0.17800000,0.17299999,0.23199999,0.19700000
1704701147708798,0.18099999,0.13800000,0.25999999,0.17399999
1704701147718858,0.24100000,0.12700000,0.26100001,0.08400000
1704701147728791,0.20999999,0.17900001,0.21900000,0.10100000
1704701147738848,0.21699999,0.20500000,0.16200000,0.09900000
1704701147748829,0.17100000,0.23600000,0.12600000,0.15400000
1704701147758855,0.11700000,0.25099999,0.10200000,0.22100000
1704701147768820,0.11600000,0.23899999,0.12899999,0.21699999
1704701147778873,0.26400000,0.16400000,0.22600000,0.06800000
1704701147788878,0.22300000,0.20500000,0.20100001,0.11700000
1704701147798865,0.07200000,0.20100001,0.19000000,0.30899999
1704701147808898,0.20700000,0.19200000,0.21600001,0.16000000
1704701147818863,0.16800000,0.13600001,0.24200000,0.18200000
1704701147828878,0.17600000,0.14500000,0.23100001,0.16800000
1704701147839464,0.14700000,0.17000000,0.20299999,0.18500000
1704701147848961,0.14700000,0.16800000,0.22300000,0.17200001
1704701147858934,0.14100000,0.21500000,0.20200001,0.17200001
1704701147868994,0.16300000,0.23600000,0.18500000,0.15500000
1704701147878598,0.14800000,0.31400001,0.09600000,0.19300000
1704701147888661,0.15300000,0.27100000,0.13100000,0.19900000
1704701147898565,0.15600000,0.29699999,0.10000000,0.19000000
1704701147909049,0.17500000,0.28000000,0.12200000,0.16400000
1704701147918569,0.16100000,0.22300000,0.17600000,0.18500000
1704701147928548,0.15500000,0.20200001,0.18300000,0.20400000
1704701147938613,0.16900000,0.23899999,0.13500001,0.19400001
1704701147948624,0.20500000,0.17100000,0.18600000,0.17700000
1704701147958664,0.27900001,0.05600000,0.34000000,0.17700000
1704701147968575,0.20200001,0.09500000,0.24400000,0.19499999
1704701147978579,0.23500000,0.08700000,0.25400001,0.15300000
1704701147988639,0.20500000,0.14100000,0.21600001,0.17200001
1704701147998629,0.13699999,0.19100000,0.17900001,0.23199999
1704701148009124,0.16000000,0.25299999,0.11300000,0.21799999
1704701148018610,0.21699999,0.19300000,0.18300000,0.18400000
1704701148028623,0.24699999,0.08600000,0.27100000,0.18000001
1704701148038835,0.17299999,0.36800000,0.05600000,0.30599999
1704701148048657,0.21300000,0.28700000,0.09100000,0.20600000
1704701148059157,0.22100000,0.26100001,0.11500000,0.18600000
1704701148068650,0.24300000,0.23300000,0.14500000,0.15300000
1704701148078651,0.23500000,0.18799999,0.18799999,0.16000000
1704701148088701,0.15700001,0.19900000,0.17700000,0.24699999
