timestamp,roll,pitch,yaw,norm_thrust
1704701147627586,-0.04108196,0.24949485,-0.05537352,6.37861729
1704701147685710,0.08440544,-0.53425854,-0.04704956,10.77436638
1704701147691629,0.08697718,-0.55120516,-0.04620843,10.49480534
1704701147697620,0.07182559,-0.54014856,-0.04489852,10.22153091
1704701147703608,0.05624847,-0.52524388,-0.04336777,9.93830681
1704701147709609,0.05139329,-0.49924445,-0.04263500,9.65697861
1704701147719605,0.06818409,-0.41724390,-0.03902512,9.18453503
1704701147725659,0.07582875,-0.32012707,-0.03639712,8.90150166
1704701147731729,0.07725748,-0.19196016,-0.03521471,8.61426163
1704701147737563,0.07060134,-0.04668587,-0.03457577,8.35145855
1704701147743631,0.06181507,0.10022144,-0.03402676,8.11244392
1704701147749661,0.04939505,0.24388784,-0.03353188,7.92327833
1704701147755567,0.03526584,0.37788138,-0.03336586,7.76965523
1704701147761657,0.01408811,0.49679902,-0.03336031,7.62817717
1704701147767594,-0.01682855,0.58006132,-0.03309082,7.51886654
1704701147773653,-0.05788651,0.62272453,-0.03378231,7.42948914
1704701147779622,-0.10782616,0.61498314,-0.03466249,7.35650969
1704701147787565,-0.17318824,0.52058256,-0.03404453,7.31531763
1704701147793723,-0.22364494,0.40195414,-0.03260493,7.30996132
1704701147799595,-0.25990915,0.26490051,-0.03095512,7.34818983
1704701147805635,-0.27943200,0.11887024,-0.02884506,7.42887449
1704701147811609,-0.28066134,-0.01935476,-0.02664825,7.53513145
1704701147817587,-0.26005104,-0.13508770,-0.02559010,7.68657160
1704701147823700,-0.22454751,-0.22419548,-0.02549264,7.87228203
1704701147829589,-0.18898569,-0.27524418,-0.02592643,8.05682564
1704701147835614,-0.16397151,-0.25194842,-0.02780733,8.18875313
1704701147841630,-0.11822915,-0.21435682,-0.02650398,8.17788982
1704701147851626,0.03645423,-0.13661307,-0.01962064,7.97910118
1704701147857573,0.13535395,-0.07135907,-0.01968385,7.83094883
1704701147863636,0.21533152,0.00377916,-0.01932386,7.68777180
1704701147869570,0.27965224,0.07844570,-0.01844460,7.58930254
1704701147875591,0.32474428,0.14733273,-0.01777215,7.53371286
1704701147881644,0.34894976,0.19615425,-0.01717236,7.51672745
1704701147887607,0.35691470,0.22628863,-0.01737701,7.55484247
1704701147893817,0.34334359,0.23170812,-0.01857567,7.62569714
1704701147899636,0.31688252,0.21330777,-0.02067107,7.72974157
1704701147905679,0.27378252,0.16732207,-0.02353161,7.85168314
1704701147913684,0.18732290,0.06402840,-0.02761228,8.00228024
1704701147919598,0.09480644,-0.04090419,-0.02947516,8.06058216
1704701147925611,-0.01610407,-0.17578965,-0.03022313,8.05430317
1704701147931559,-0.13441435,-0.32029337,-0.02962612,8.01209068
1704701147937551,-0.24662414,-0.45331231,-0.02777819,7.98223257
1704701147943623,-0.34371275,-0.56699091,-0.02552957,7.95714045
1704701147949611,-0.41862956,-0.63662475,-0.02415813,7.95978546
1704701147955659,-0.47176468,-0.65506893,-0.02342436,7.95273066
1704701147961679,-0.49430454,-0.61378306,-0.02283121,7.90974426
1704701147967582,-0.47993866,-0.51553160,-0.02165216,7.87930965
1704701147973626,-0.43387622,-0.37916225,-0.01968057,7.86531162
1704701147983590,-0.30893517,-0.12197763,-0.01555207,7.87934399
1704701147989599,-0.21249482,0.04365252,-0.01156672,7.92464018
1704701147995611,-0.11630674,0.20129657,-0.00798645,7.94127131
1704701148001732,-0.00403909,0.35914814,-0.00338507,7.90437317
1704701148007589,0.12274777,0.51538604,0.00095968,7.87476730
1704701148013617,0.25420383,0.65835696,0.00538343,7.85169983
1704701148019503,0.37561810,0.75278801,0.00879966,7.83032274
1704701148025855,0.48624688,0.80822402,0.01204887,7.83908796
1704701148031645,0.55923492,0.80660725,0.01362961,7.86623049
1704701148037683,0.60878873,0.74404311,0.01338036,7.89634800
1704701148045601,0.63116783,0.59299672,0.01087435,7.98757505
1704701148051702,0.61587626,0.43064511,0.01002752,8.06302929
1704701148057558,0.57085258,0.25434792,0.00890187,8.17005253
1704701148063778,0.49468535,0.06587559,0.00812587,8.29909325
1704701148069588,0.40028033,-0.09476103,0.00875193,8.41417599
1704701148075622,0.28279471,-0.20344861,0.01079007,8.48803711
1704701148081736,0.14496088,-0.29998294,0.01218407,8.45212746
1704701148087594,0.00022636,-0.40117255,0.01269572,8.38113308
1704701148093612,-0.15341279,-0.49948123,0.01237735,8.29783630
1704701148099614,-0.29682124,-0.56963766,0.01192970,8.21731091
1704701148105662,-0.41355550,-0.58640695,0.01164333,8.17614746
1704701148115677,-0.53229940,-0.53209543,0.00918246,8.17313004
1704701148121661,-0.56259447,-0.46980324,0.00971460,8.20190239
1704701148127574,-0.55476743,-0.38145933,0.00889171,8.27231884
1704701148133617,-0.51218396,-0.27859569,0.00840338,8.37151051
1704701148139623,-0.44197488,-0.18401384,0.00842147,8.47019768
1704701148145570,-0.33482677,-0.09570130,0.00884102,8.55631351
1704701148151652,-0.20303975,-0.00485375,0.00801790,8.58004093
1704701148157593,-0.07502033,0.09643424,0.00711598,8.55825615
1704701148163670,0.05441159,0.19831744,0.00735337,8.52045822
1704701148169605,0.17611164,0.28380308,0.00802327,8.47719860
1704701148173636,0.25789303,0.33598635,0.00914105,8.46386719
1704701148183670,0.45517260,0.43763134,0.01065139,8.48415279
1704701148189637,0.53591943,0.45852935,0.01175686,8.48220062
1704701148195543,0.59413910,0.44404745,0.01085822,8.51217461
1704701148201776,0.61730444,0.38421482,0.00921441,8.53183746
1704701148207602,0.61025059,0.29340604,0.00724805,8.57516098
1704701148213660,0.57158560,0.16888937,0.00440754,8.62290859
1704701148219614,0.50357932,0.02649169,0.00116142,8.66155624
1704701148225655,0.41135684,-0.12858655,-0.00137655,8.72167873
1704701148231662,0.30016905,-0.27565563,-0.00275548,8.78894234
1704701148237588,0.17952204,-0.39933696,-0.00359544,8.84385586
1704701148247604,-0.01349385,-0.50397050,-0.00281198,8.87681198
1704701148253582,-0.13205156,-0.53056300,-0.00081615,8.85354710
1704701148257617,-0.21350712,-0.53637254,-0.00000945,8.82884026
1704701148265640,-0.35242546,-0.50308561,-0.00032863,8.79260731
1704701148271637,-0.42295289,-0.44049066,0.00003796,8.79369354
1704701148277587,-0.46214610,-0.36207628,-0.00094306,8.80211830
1704701148283651,-0.46738005,-0.26370510,-0.00146687,8.84587955
1704701148289614,-0.43810296,-0.16903949,-0.00150598,8.90464497
1704701148295774,-0.38250929,-0.08307561,-0.00134059,8.95677090
1704701148301637,-0.30390221,-0.00258081,-0.00140057,9.02483463
1704701148307606,-0.20855439,0.07639331,-0.00164950,9.08903313
1704701148313663,-0.10457043,0.15113986,-0.00119588,9.12885189
1704701148321639,0.04704558,0.24423105,0.00053792,9.17616081
1704701148327598,0.16189340,0.30186930,0.00329223,9.20910168
1704701148333639,0.27115095,0.34530473,0.00574478,9.23521900
1704701148339607,0.36513001,0.36851332,0.00744689,9.24212742
1704701148345694,0.45246920,0.37149522,0.00850150,9.26153469
1704701148351636,0.51742655,0.34767884,0.00937598,9.28106499
1704701148357602,0.55702823,0.29696557,0.00962412,9.28756046
1704701148363668,0.57083035,0.22131902,0.00854236,9.30742836
1704701148369599,0.55514610,0.13129520,0.00674954,9.32898712
1704701148375652,0.50530529,0.03402933,0.00493037,9.33994961
1704701148381661,0.42716762,-0.05881646,0.00372936,9.36731911
1704701148387612,0.33322865,-0.13726954,0.00269348,9.39736271
1704701148393651,0.22613114,-0.20055753,0.00110292,9.41808987
1704701148403587,0.04194383,-0.25737011,-0.00230026,9.46913719
1704701148409603,-0.06537887,-0.26523677,-0.00342568,9.50692463
1704701148415586,-0.16514589,-0.25798351,-0.00448477,9.53165054
1704701148421606,-0.25156900,-0.23034400,-0.00545022,9.56976795
1704701148427618,-0.31938222,-0.19049391,-0.00677769,9.60742092
1704701148433611,-0.36436296,-0.14953393,-0.00833077,9.62768078
1704701148439603,-0.38398749,-0.10283133,-0.01005008,9.66115952
1704701148445586,-0.37674752,-0.05602066,-0.01084483,9.69264412
1704701148451619,-0.34387612,-0.01542795,-0.01039630,9.70589828
1704701148457632,-0.29049569,0.02207705,-0.00925627,9.73355484
1704701148463773,-0.22548272,0.05267630,-0.00850957,9.75787735
1704701148469591,-0.15956640,0.07028820,-0.00833293,9.76187992
1704701148475671,-0.08446035,0.08538628,-0.00846421,9.77615166
1704701148481668,-0.01474702,0.08700506,-0.00838886,9.76948833
1704701148489631,0.06518499,0.08177682,-0.00860495,9.77545357
1704701148495578,0.10935760,0.06602494,-0.00880682,9.75625801
1704701148501615,0.14184731,0.04732727,-0.00935488,9.74735069
1704701148507760,0.16005795,0.02649900,-0.01025058,9.73743916
1704701148513727,0.16177455,0.00077513,-0.01151599,9.71810913
1704701148519589,0.15158181,-0.02444297,-0.01237443,9.71147251
1704701148525654,0.13106236,-0.04853709,-0.01257590,9.70425892
1704701148531691,0.09863482,-0.07032808,-0.01285299,9.68852520
1704701148537603,0.05903519,-0.08274733,-0.01262596,9.68278790
1704701148543646,0.01034610,-0.09426355,-0.01192060,9.66722870
1704701148553648,-0.06900344,-0.08959953,-0.01129013,9.65749836
